Name,Primary Occupation,Race,Sex,Birth Date,Death Date,Wikipedia Link,wikipedia_url,Does_Sam_Think_is_real,original_designation,dob,county,status,match_confidence,validated,validation_notes,summary,education,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Estrella Rubio,researcher,,,,,,https://en.wikipedia.org/wiki/Hulk_Hogan,no,Estrella Rubio Way,1953-08-11,Miami‐Dade,Found,47.0,True,seq=3.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Hulk Hogan, born Terry Gene Bollea on August 11, 1953, is an American retired professional wrestler, actor, and television personality. He rose to fame in the 1980s as the face of the World Wrestling Federation (WWF, now WWE), becoming one of the most iconic figures in wrestling history. Known for his charismatic persona and signature red-and-yellow bandana, Hogan won multiple championships, including six WWF/WWE World Heavyweight titles. His cultural impact extended beyond wrestling into mainstream entertainment, making him a global pop culture symbol of the era.","['University of South Florida', 'Hillsborough Community College', 'Robinson High School']",,"Augusta, Georgia, United States",not found,male,yes,no,no,yes
Felipe Valls,restaurateur,,male,1933-03-08,2022-11-26,https://en.wikipedia.org/wiki/Felipe_Valls_Sr.,https://en.wikipedia.org/wiki/Lisa_Leslie,no,Felipe Valls Way,1972-07-07,Miami‐Dade,Found,48.0,True,seq=7.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Lisa Leslie was born on July 7, 1972, in Gardena, California, and is a retired American professional basketball player widely regarded as one of the greatest in women's basketball history. She achieved groundbreaking milestones, including becoming the first player to dunk in a WNBA game and winning four Olympic gold medals (1996–2008) with Team USA. Leslie played her entire 12-year WNBA career with the Los Angeles Sparks, earning three MVP awards and two championships while setting records for points, rebounds, and blocks. Beyond sports, she has contributed as a coach, analyst, and advocate for women's athletics, leaving a lasting legacy in basketball and beyond.","['Morningside High School, Inglewood, California', ""University of Southern California (USC), Bachelor's degree in Communications""]",,"Gardena, California, United States of America",not found,female,yes,no,no,no
Frederick Douglass,journalist,African Americans,male,1817-02-00,1895-02-20,https://en.wikipedia.org/wiki/Frederick_Douglass,Not Found,no,Frederick Douglass Boulevard,,Miami‐Dade,Not Found,5.7,False,seq=16.7; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
George Gill,baseball player,,male,,,https://en.wikipedia.org/wiki/George_Gill_(first_baseman),Not Found,no,George Gill Boulevard,,Miami‐Dade,Not Found,19.3,False,seq=13.3; fl:+10; county-miss:-8,,,,,,,,,,
Henri Levy,rabbi,,male,1883-06-07,1942-08-13,https://de.wikipedia.org/wiki/Henri_L%C3%A9vy_(Rabbiner),https://en.wikipedia.org/wiki/Henri_Michel-L%C3%A9vy,no,Henri Levy Boulevard,1844-01-01,Miami‐Dade,Found,37.3,True,seq=13.3; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8,"Henri Michel-Lévy was a French painter born in 1844, known for his contributions to the Impressionist movement. He specialized in landscapes and urban scenes, capturing the essence of Parisian life during the late 19th century. His works were exhibited at the Salon des Artistes Français and other prominent venues. Michel-Lévy passed away in 1914, leaving behind a legacy of vibrant, atmospheric paintings that reflected his era.",,1914-01-01,not found,not found,male,no,no,no,no
James Weldon Johnson,writer,African Americans,male,1871-06-17,1938-06-26,https://en.wikipedia.org/wiki/James_Weldon_Johnson,https://en.wikipedia.org/wiki/J._Rosamond_Johnson,no,James Weldon Johnson Memorial Highway,1873-08-11,Duval,Found,64.3,True,seq=13.3; human:+40; fl:+10; county-miss:-8; us:+5,"John Rosamond Johnson was an American composer and singer born on August 11, 1873, in Jacksonville, Florida. He is best known for his collaborations with his brother James Weldon Johnson, including the composition of the song Lift Every Voice and Sing, often referred to as the Black National Anthem. Johnson was a pioneering figure in African American music, contributing to Broadway productions, spirituals, and popular songs during the early 20th century. He passed away on November 11, 1954, leaving a lasting legacy in American musical history.","['New England Conservatory of Music', 'Fisk University (attended)']",1954-11-11,"Jacksonville, Florida, United States","New York City, New York, United States",male,no,no,no,yes
James Weldon Johnson,writer,African Americans,male,1871-06-17,1938-06-26,https://en.wikipedia.org/wiki/James_Weldon_Johnson,Not Found,no,James Weldon Johnson Boulevard,,Miami‐Dade,Not Found,21.8,False,seq=17.8; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,
Jerry Underwood,saxophonist,,male,1956-08-14,2002-08-03,https://de.wikipedia.org/wiki/Jerry_Underwood,Not Found,no,Jerry Underwood Memorial Highway,,Miami‐Dade,Not Found,20.3,False,seq=14.3; fl:+10; county-miss:-8,,,,,,,,,,
John I. Smith,horse trainer,,male,,,,Not Found,no,John I. Smith Boulevard,,Miami‐Dade,Not Found,22.2,False,seq=11.2; fl:+10; county-miss:-8; us:+5,,,,,,,,,,
Jorge Mas Canosa,businessperson,,male,1939-09-21,1997-11-23,https://en.wikipedia.org/wiki/Jorge_Mas_Canosa,https://en.wikipedia.org/wiki/Joe_Carollo,no,Jorge Mas Canosa Boulevard,1950-01-01,Miami‐Dade,Found,51.4,True,seq=10.4; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Joe Carollo is an American politician and businessman known for his involvement in local government. Born in 1950, he has served in various public offices, including roles in the Miami-Dade County government. Carollo gained recognition for his work in community development and infrastructure projects. His career reflects a long-standing commitment to public service and civic engagement in Florida.",,,not found,not found,male,no,yes,no,no
Lolo Villalobos,,,male,1913-08-27,1997-01-14,https://en.wikipedia.org/wiki/Lolo_Villalobos,https://en.wikipedia.org/wiki/J._Alex_Villalobos,no,Lolo Villalobos Way,,Miami‐Dade,Found,65.5,True,seq=14.5; human:+40; fl:+10; county-miss:-8; us:+5,"J. Alex Villalobos is a figure with limited publicly available biographical details in the provided content. No birth or death dates, notable achievements, profession, or historical significance could be determined from the given Wikipedia excerpt. The page structure suggests an entry exists but lacks substantive information in the provided snippet. Further research would be required to establish meaningful biographical context.",,,not found,not found,not found,no,no,no,no
Luis Conte Aguero,historian,,male,1924-07-06,2025-07-12,https://ar.wikipedia.org/wiki/%D9%84%D9%88%D9%8A%D8%B3_%D9%83%D9%88%D9%86%D8%AA%D9%8A_%D8%A3%D8%BA%D9%88%D9%8A%D8%B1%D9%88,https://en.wikipedia.org/wiki/Mary_Jo_Peppler,no,Luis Conte Aguero Way,1920-01-01,Miami‐Dade,Found,47.0,True,seq=3.8; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Mary Jo Peppler was an American philanthropist and arts patron known for her significant contributions to cultural institutions. Born in 1920, she played a pivotal role in supporting the arts, particularly in her home state of Indiana. Alongside her husband, she co-founded the Peppler Foundation, which funded numerous educational and artistic initiatives. Her legacy endures through the many organizations and projects she championed during her lifetime.",,,not found,not found,female,no,no,no,no
Martha Flores,announcer,,female,1928-12-28,2020-07-18,https://es.wikipedia.org/wiki/Martha_Flores,Not Found,no,Martha Flores Way,,Miami‐Dade,Not Found,7.2,False,seq=6.2; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,
Mary Ellen Miller,scholar of English,,female,1935-00-00,,,Not Found,no,Mary Ellen Miller Way,,Miami‐Dade,Not Found,18.2,False,seq=12.2; fl:+10; county-miss:-8,,,,,,,,,,
Maurice Rosen,,,male,1919-01-01,1995-01-01,,Not Found,no,Maurice Rosen Boulevard,,Miami‐Dade,Not Found,7.0,False,seq=16.7; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Norman Giller,journalist,,male,1940-04-18,,https://en.wikipedia.org/wiki/Norman_Giller,Not Found,no,Norman Giller Bridge,,Miami‐Dade,Not Found,7.7,False,seq=6.7; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,
North Miami Beach,,,,,,"https://en.wikipedia.org/wiki/North_Miami_Beach,_Florida",https://en.wikipedia.org/wiki/Marlins_Man,no,North Miami Beach Boulevard,,Miami‐Dade,Found,47.0,True,seq=5.7; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,Summary extraction failed.,,,not found,not found,not found,no,no,no,no
Olga Guillot,actor,,female,1922-10-09,2010-07-12,https://en.wikipedia.org/wiki/Olga_Guillot,https://en.wikipedia.org/wiki/Albita_Rodr%C3%ADguez,no,Olga Guillot Way,1966-01-23,Miami‐Dade,Found,43.1,True,seq=7.1; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"Albita Rodríguez is a Cuban-American singer and songwriter born on January 23, 1966, in Havana, Cuba. Known for her powerful vocals and fusion of traditional Cuban music with modern genres, she gained international fame in the 1990s. Albita has released multiple albums, collaborated with renowned artists, and earned accolades like a Grammy nomination for her album Albita Llega (1997). Her work bridges cultural gaps, making her a significant figure in Latin music and Afro-Cuban traditions.",,,"Havana, Cuba",not found,female,no,no,no,yes
Orange Bowl,,,,,,https://en.wikipedia.org/wiki/Orange_Bowl,https://en.wikipedia.org/wiki/Anita_Bryant,no,Orange Bowl Way,1940-03-25,Miami‐Dade,Found,43.0,True,seq=7.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"Anita Bryant was an American singer, beauty pageant winner, and conservative activist born on March 25, 1940. She rose to fame in the 1950s–1960s as a pop singer and commercial spokesperson, notably for the Florida Citrus Commission. Bryant became a polarizing figure in the 1970s for her high-profile anti-gay rights campaign, which led to both victories and backlash. She passed away on June 23, 2024, leaving behind a complex legacy tied to her music career and political activism.",,2024-06-23,"Barnsdall, Oklahoma, United States",not found,female,no,yes,no,yes
Palmetto Bay,,,,,,"https://en.wikipedia.org/wiki/Palmetto_Bay,_Florida",https://en.wikipedia.org/wiki/Alex_Flinn,no,Palmetto Bay Boulevard,1966-01-01,Miami‐Dade,Found,48.3,True,seq=7.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Alex Flinn is an American author best known for writing young adult fiction, including the popular Beastly series which was adapted into a feature film. Born in 1966, she has contributed significantly to contemporary teen literature with works that often reimagine classic fairy tales in modern settings. Her novels, such as A Kiss in Time and Cloaked, have earned critical acclaim and a dedicated readership among young adults. Flinn continues to be an influential figure in the genre, blending fantasy with relatable teenage experiences.","['University of Miami', 'Bachelor of Arts in English', 'University of Florida College of Law', 'Juris Doctor']",,"New York City, New York, United States",not found,female,no,no,no,no
Rafael Diaz-Balart,politician,,male,1926-01-17,2005-05-06,https://en.wikipedia.org/wiki/Rafael_D%C3%ADaz-Balart,https://en.wikipedia.org/wiki/Mario_D%C3%ADaz-Balart,no,Rafael Diaz-Balart Way,1961-09-25,Miami‐Dade,Found,64.7,True,seq=13.7; human:+40; fl:+10; county-miss:-8; us:+5,"Mario Díaz-Balart is a Cuban-American politician born on September 25, 1961, in Fort Lauderdale, Florida. He has served as a U.S. Representative for Florida's 25th (2003–2011) and 26th (2013–present) congressional districts, known for his conservative stance and advocacy on Cuban-American issues. Prior to his federal career, he was a member of the Florida House of Representatives (1988–1992) and the Florida Senate (1992–2000). Díaz-Balart remains an influential figure in U.S. politics, particularly in foreign policy debates concerning Latin America and Cuba.","['University of South Florida, Bachelor of Arts (Political Science)', 'Florida International University, Master of Public Administration']",,"Fort Lauderdale, Florida, United States",not found,male,no,yes,no,no
Rafael Diaz-Balart,politician,,male,1926-01-17,2005-05-06,https://en.wikipedia.org/wiki/Rafael_D%C3%ADaz-Balart,https://en.wikipedia.org/wiki/Mario_D%C3%ADaz-Balart,no,Rafael Diaz-Balart Way,1961-09-25,Miami‐Dade,Found,64.7,True,seq=13.7; human:+40; fl:+10; county-miss:-8; us:+5,"Mario Díaz-Balart is a Cuban-American politician born on September 25, 1961, in Fort Lauderdale, Florida. He has served as a U.S. Representative for Florida's 25th (2003–2011) and 26th (2013–present) congressional districts, known for his conservative stance and advocacy on Cuban-American issues. Prior to his federal career, he was a member of the Florida House of Representatives (1988–1992) and the Florida Senate (1992–2000). Díaz-Balart remains an influential figure in U.S. politics, particularly in foreign policy debates concerning Latin America and Cuba.","['University of South Florida, Bachelor of Arts (Political Science)', 'Florida International University, Master of Public Administration']",,"Fort Lauderdale, Florida, United States",not found,male,no,yes,no,no
Ramon Puig,dub actor,,male,1910-00-00,2007-00-00,,https://en.wikipedia.org/wiki/Ram%C3%B3n_Puig,yes,Ramon Puig Way,1871-01-01,Miami‐Dade,Found,42.0,True,seq=18.0; human:+40; fl-miss:-10; county-miss:-8,"Ramón Puig was a Spanish military officer born in 1871. He is best known for his role in the Spanish colonial administration in the Philippines during the late 19th and early 20th centuries. Puig served as a civil governor in several provinces, contributing to the governance and infrastructure development of the region. His career reflects the broader historical context of Spanish colonial rule before its decline in the Philippines.",,,not found,not found,male,no,yes,yes,no
Robert Frost,poet,,male,1874-03-26,1963-01-29,https://en.wikipedia.org/wiki/Robert_Frost,Not Found,no,Robert Frost Highway,,Miami‐Dade,Not Found,22.2,False,seq=11.2; fl:+10; county-miss:-8; us:+5,,,,,,,,,,
Sunny Isles,,,,,,"https://en.wikipedia.org/wiki/Sunny_Isles_Beach,_Florida",https://en.wikipedia.org/wiki/Dave_Duerson,no,Sunny Isles Boulevard,1960-11-28,Miami‐Dade,Found,47.0,True,seq=3.5; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Dave Duerson was an American professional football player born on November 28, 1960, who achieved prominence as a safety in the NFL. He played for teams like the Chicago Bears, New York Giants, and Phoenix Cardinals, earning four Super Bowl rings and four Pro Bowl selections during his career. After retiring from football, Duerson became involved in business and philanthropy, including advocacy for retired NFL players' health and welfare. He died by suicide on February 17, 2011, at the age of 50, with his brain later diagnosed with chronic traumatic encephalopathy (CTE) linked to repeated head injuries.","['University of Notre Dame', ""Bachelor's degree in Business Administration""]",2011-02-17,"Muncie, Indiana, United States","Sunny Isles Beach, Florida, United States",male,yes,no,no,no
William H. Turner,stage actor,,male,1861-10-21,1942-09-27,https://en.wikipedia.org/wiki/William_H._Turner_(actor),https://en.wikipedia.org/wiki/William_H._Turner_%28politician%29,no,William H. Turner Memorial Boulevard,1837-01-01,Miami‐Dade,Found,27.0,True,seq=20.0; fl:+10; county-miss:-8; us:+5,"William H. Turner was an American politician born in 1837. He served as a member of the United States House of Representatives from Kentucky during the late 19th century. Turner was known for his involvement in post-Civil War Reconstruction politics and his advocacy for agricultural interests. He passed away in 1905, leaving a legacy in Kentucky's political history.",,1905-01-01,not found,not found,male,no,yes,no,no
Willy Chirino,singer,,male,1947-04-05,,https://en.wikipedia.org/wiki/Willy_Chirino,https://en.wikipedia.org/wiki/Ayl%C3%ADn_M%C3%BAjica,no,Willy Chirino Boulevard,1924-11-26,Miami‐Dade,Found,47.0,True,seq=3.2; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Aylín Mujica was a Cuban-Mexican actress born on November 26, 1924, in Havana, Cuba. She became a prominent figure in the Golden Age of Mexican cinema, starring in over 50 films and earning acclaim for her performances in melodramas and comedies. Mujica also worked in theater and television, receiving multiple awards, including the New York Latin ACE Awards in 1999. She passed away on February 18, 2021, leaving behind a lasting legacy in Latin American entertainment.",,2021-02-18,"Havana, Cuba","Mexico City, Mexico",female,no,no,no,no
Yitzhak Rabin,diplomat,Jewish people,male,1922-03-01,1995-11-04,https://en.wikipedia.org/wiki/Yitzhak_Rabin,https://en.wikipedia.org/wiki/Al_Gore,no,Yitzhak Rabin Boulevard,1948-03-31,Miami‐Dade,Found,47.0,True,seq=6.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Albert Arnold Gore Jr. was born on March 31, 1948, in Washington, D.C., USA. He served as the 45th Vice President of the United States from 1993 to 2001 under President Bill Clinton and was previously a U.S. Senator and Representative from Tennessee. Gore is also widely recognized for his environmental activism, particularly his efforts to combat climate change, which earned him the Nobel Peace Prize in 2007. As a politician, author, and advocate, he remains a prominent figure in global discussions on sustainability and technology policy.","['Harvard University, BA in Government (1969)', 'Vanderbilt University Divinity School (attended, no degree)']",,"Washington, D.C., United States",not found,male,no,yes,yes,no
Dante B. Fascell,,,,,,https://en.wikipedia.org/wiki/PortMiami,https://en.wikipedia.org/wiki/Dante_Fascell,yes,Dante B. Fascell Bridge,1917-03-09,Monroe,Found,67.0,True,seq=17.9; human:+40; fl:+10; county-miss:-8; us:+5,"Dante Bruno Fascell was an American politician born on March 9, 1917, who served as a Democratic member of the U.S. House of Representatives from Florida for nearly four decades (1955–1993). Known for his expertise in foreign policy, he chaired the House Foreign Affairs Committee and played a key role in shaping Cold War-era legislation, including the Fascell Amendment on immigration. Fascell earned a law degree and practiced before entering politics, becoming one of Florida’s most influential congressional figures. He passed away on November 2, 1998, leaving a legacy as a dedicated public servant and advocate for international relations.","['University of Miami, Coral Gables, Florida', 'Bachelor of Arts (B.A.)', 'University of Miami School of Law, Juris Doctor (J.D.)']",1998-11-02,"Bridgehampton, New York, United States","Miami, Florida, United States",male,no,yes,yes,no
Sun City Center,,,,,,"https://en.wikipedia.org/wiki/Sun_City_Center,_Florida",https://en.wikipedia.org/wiki/Sun_City_Center%2C_Florida,no,Sun City Center Boulevard,,Hillsborough,Found,40.4,True,seq=15.4; last-mismatch:-4; fl:+10; county:+8; us:+5,"The provided content does not contain biographical information about a person but instead describes Wikipedia navigation and tools for Sun City Center, Florida. No details about birth, death, profession, or achievements of an individual are available in the text. The content is purely structural, related to Wikipedia's interface and editing features. No historical or personal significance can be derived from this material.",,,not found,not found,not found,no,no,no,no
W. T. Williams,statistician,,male,1913-04-18,1995-10-15,https://en.wikipedia.org/wiki/W._T._Williams,Not Found,no,W. T. Williams Bridge,,Hillsborough,Not Found,23.7,False,seq=6.7; last-mismatch:-4; fl:+10; county:+8; us:+5,,,,,,,,,,
John Van Waters,economist,,male,1920-01-19,2000-12-09,https://nl.wikipedia.org/wiki/John_van_Waterschoot,Not Found,no,John Van Waters Memorial Highway,,Pasco,Not Found,19.0,False,seq=7.0; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,https://en.wikipedia.org/wiki/Frank_S._Reasoner,no,Purple Heart Memorial Highway,1937-09-16,Okaloosa,Found,47.9,True,seq=6.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Frank Stanley Reasoner was born on September 16, 1937, in Spokane, Washington, and became a distinguished officer in the United States Marine Corps. He was posthumously awarded the Medal of Honor for his heroic actions during the Vietnam War, where he sacrificed his life in combat on July 12, 1965. Reasoner was the first Marine to receive the Medal of Honor for actions in Vietnam, cementing his legacy as a symbol of bravery and dedication. His military career and ultimate sacrifice remain a significant part of U.S. Marine Corps history and the broader narrative of the Vietnam War.","['Gonzaga University, Bachelor of Science in Commerce, 1959']",1965-07-12,"Spokane, Washington, United States",Vietnam,male,no,no,yes,no
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Brevard,Not Found,18.5,False,seq=6.5; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Memorial Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Memorial Highway,,Highlands,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Memorial Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Palm Beach,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Pasco,Not Found,7.0,False,seq=17.1; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Bellas Artes,,,,,,https://en.wikipedia.org/wiki/Bellas_Artes_metro_station_(Mexico_City),Not Found,no,Bellas Artes Way,,Miami-Dade,Not Found,8.0,False,seq=7.0; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,
Oswaldo Payá,politician,,male,1952-02-29,2012-07-22,https://en.wikipedia.org/wiki/Oswaldo_Pay%C3%A1,https://en.wikipedia.org/wiki/F%C3%A9lix_Navarro_Rodr%C3%ADguez,no,Oswaldo Payá Way,,Miami-Dade,Found,47.0,True,seq=3.4; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Félix Navarro Rodríguez was a notable figure whose specific contributions remain undocumented in the provided content. No birth or death dates are available from the given Wikipedia excerpt. His profession, achievements, and historical significance cannot be determined due to insufficient information. The page lacks detailed biographical data beyond his name and language translations.",,,not found,not found,male,no,no,no,no
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,https://en.wikipedia.org/wiki/Frank_S._Reasoner,no,Purple Heart Memorial Highway,1937-09-16,Okaloosa,Found,47.9,True,seq=6.9; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Frank Stanley Reasoner was born on September 16, 1937, in Spokane, Washington, and became a distinguished officer in the United States Marine Corps. He was posthumously awarded the Medal of Honor for his heroic actions during the Vietnam War, where he sacrificed his life in combat on July 12, 1965. Reasoner was the first Marine to receive the Medal of Honor for actions in Vietnam, cementing his legacy as a symbol of bravery and dedication. His military career and ultimate sacrifice remain a significant part of U.S. Marine Corps history and the broader narrative of the Vietnam War.","['Gonzaga University, Bachelor of Science in Commerce, 1959']",1965-07-12,"Spokane, Washington, United States",Vietnam,male,no,no,yes,no
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Brevard,Not Found,18.5,False,seq=6.5; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Memorial Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Memorial Highway,,Highlands,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Memorial Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Palm Beach,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Pasco,Not Found,7.0,False,seq=17.1; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Purple Heart,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,Not Found,no,Purple Heart Highway,,Multiple Counties,Not Found,7.0,False,seq=19.2; last-mismatch:-4; fl-miss:-10; county-miss:-8; us:+5,,,,,,,,,,
Michael Moskowitz,,,male,,,,https://en.wikipedia.org/wiki/Irving_Moskowitz,no,Michael Moskowitz Drive,1928-01-10,Broward,Found,64.3,True,seq=13.3; human:+40; fl:+10; county-miss:-8; us:+5,"Irving Moskowitz was an American physician and businessman born on January 10, 1928, in New York City. He gained prominence for his philanthropic contributions, particularly in funding controversial settlement projects in East Jerusalem and the West Bank. Moskowitz was also known for his ownership of the Hawaiian Gardens Casino in California and his involvement in conservative political causes. He passed away on June 26, 2016, leaving behind a complex legacy tied to both medical innovation and political activism.","['New York University, MD, 1951', 'City College of New York, BA, 1948']",2016-06-26,"New York City, New York, United States","Los Angeles, California, United States",male,no,yes,no,no
First Coast,,,,,,https://gl.wikipedia.org/wiki/Northeast_Florida,Not Found,no,First Coast Highway,,Multiple Counties,Not Found,21.9,False,seq=12.9; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,
Atlantic Beach,,,,,,"https://en.wikipedia.org/wiki/Atlantic_Beach,_Florida",https://en.wikipedia.org/wiki/Atlantic_Beach,no,Atlantic Beach Boulevard,,Multiple Counties,Found,27.0,True,seq=20.0; fl:+10; county-miss:-8; us:+5,"The provided content does not contain biographical information about a person but instead appears to be navigational elements and metadata from a Wikipedia page about Atlantic Beach. No details regarding birth, death, profession, or achievements of an individual are present in the provided text. The content is unrelated to a person's life, focusing instead on Wikipedia's interface and tools. Therefore, no biographical summary can be generated from this material.",,,not found,not found,not found,no,no,no,no
Archbishop Edward A. McCarthy High School,,,,,,https://en.wikipedia.org/wiki/Archbishop_Edward_A._McCarthy_High_School,https://en.wikipedia.org/wiki/Justin_Lebron,no,Archbishop Edward A. McCarthy High School Way,1990-01-01,Broward,Found,57.0,True,seq=1.5; last-mismatch:-4; human:+40; rel:+15; fl:+10; county-miss:-8,"Justin LeBron is a contemporary American entrepreneur and social media personality best known for founding the luxury sneaker brand 'Ambush Designs' and his influential presence on platforms like Instagram. Born in the 1990s, he gained prominence for his creative marketing strategies and collaborations with major brands in streetwear culture. His work bridges fashion, digital media, and youth culture, making him a notable figure in modern branding. LeBron continues to expand his ventures, focusing on lifestyle and apparel innovation.",,,not found,not found,male,no,no,no,no
Lois D. Martin,,,female,,2022-01-09,https://en.wikipedia.org/wiki/Lois_D._Martin,Not Found,no,Lois D. Martin Way,,Palm Beach,Not Found,13.6,False,seq=9.6; last-mismatch:-4; fl:+10; county-miss:-8,,,,,,,,,,
Rush Limbaugh,radio personality,,male,1951-01-12,2021-02-17,https://en.wikipedia.org/wiki/Rush_Limbaugh,https://en.wikipedia.org/wiki/John_Catsimatidis,no,Rush Limbaugh Way,1948-09-07,Hernando,Found,47.0,True,seq=5.3; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"John Catsimatidis is a Greek-American billionaire businessman, investor, and radio host born on September 7, 1948. He is best known as the founder, chairman, and CEO of the Red Apple Group, a diversified holding company with interests in real estate, energy, and supermarkets. Catsimatidis has also been politically active, running for Mayor of New York City in 2013 and engaging in various Republican Party initiatives. His career spans entrepreneurship, media (hosting a weekly radio show), and philanthropy, making him a prominent figure in New York’s business and political landscape.",,,"Nisyros, Dodecanese, Greece",not found,male,no,yes,no,no
