OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length
1418,Miami‐Dade,87,Jean Baptiste Point du Sable Boulevard,"That portion of S.R. 934 on N.W. 79th Street between I-95 and N.E. 10th Avenue in Miami-Dade County is designated as ""Jean Baptiste Point du Sable Boulevard.""",,HB 385,2005/07/01 05:00:00+00,2005,6,N.W. 79th Street,,,,,,734,,0,b5e6da90-8039-4484-99d2-04018dc2312b,3531.29692397591
1424,Miami‐Dade,87,John H. Levi Highway,"That portion of S.R. A1A where it intersects the city limits of Miami Beach on Collins Avenue to the MacArthur Causeway in Miami-Dade County, Florida is designated as ""John H. Levi Highway.""",,15002,1931/04/14 05:00:00+00,1931,6,Collins Avenue,,,,,,740,,0,79abb27d-746c-4c73-a636-66a2612c1974,13438.6645289034
1426,Miami‐Dade,87,"John J. Brunettie, Sr., Avenue","That portion of E. 4th Avenue between 21st Street and 25th Street in Miami-Dade County is designated as ""John J. Brunetti, Sr., Avenue.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,6,E. 4th Avenue,,,,,,742,,1,7e5e9638-5659-42bc-a80d-36f159ab21e5,449.291841632654
1430,Miami‐Dade,87,Jose Regueiro Avenue,"That portion of W. 20th Avenue in the City of Hialeah between 44th Place and Okeechobee Road in Miami-Dade County is designated as ""Jose Regueiro Avenue.""",,HB 5,2010/07/01 05:00:00+00,2010,6,West 20th Avenue,,,,,,746,,1,b26eebda-cfae-4603-9c09-365bbec89474,1256.71606174038
1431,Miami‐Dade,87,Joseph Emmanuel 'Manno' Charlemagne Street,"That portion of 5th street between Eculid Avenue and Lenox Avenue in Miami-Dade County is designated as ""Joseph Emmanuel 'Manno' Charlemagne Street.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,6,5th Street,,,,,,747,,0,659a42ac-ac3e-4ea6-94b3-5a1614387089,507.566988079125
1433,Miami‐Dade,87,"Judge Wilkie D. Ferguson, Jr. Boulevard","That portion of Honey Hill Drive in Miami-Dade County, from N.W. 27th Avenue to N.W. 47th Avenue is designated as ""Judge Wilkie D. Ferguson, Jr. Boulevard.""",,HB 9,2004/05/13 05:00:00+00,2004,6,Honey Hill Drive,,,,,,749,,0,06c70e22-2c71-42c3-8e53-20ddebce56e9,3600.23033144529
1436,Miami‐Dade,87,Julia Tuttle Way,"That portion of Biscayne Boulevard Way between S.E. 2nd Avenue and U.S. 1 in Miami-Dade County is designated as ""Julia Tuttle Way.""",,HB 5,2010/07/01 05:00:00+00,2010,6,Biscayne Boulevard Way,,,,,,752,,1,727b7d06-2ef0-4992-a85e-0a5c38bdf838,418.417927194972
1438,Miami‐Dade,87,Le Jeune State Historic Road,"That portion of Le Jeune Road within the city limits of the City of Coral Gables and the City of Miami and between U.S. Highway 1 and Cartagena Plaza is designated as the ""Le Jeune State Historic Road.""",,HB 325,2002/05/01 05:00:00+00,2002,6,S.W. 42nd Avenue,,,,,,754,,0,dfbd8fc1-0d8b-4cf0-99d8-ea7d8ae6e7fb,10880.0507842707
1445,Miami‐Dade,87,Maestro Luis Casas Romero Way,"That portion of S.R. 968, or Flagler Street, which lies between 14th Avenue S.W. and 16th Avenue S.W. in the City of Miami, is designated as ""Maestro Luis Casas Romero Way.""",,SB 26,1996/05/07 05:00:00+00,1996,6,Flagler Street,,,,,,761,,0,406e0200-d2df-4690-99e2-1b1ae1808200,372.770613928622
1447,Miami‐Dade,87,Manolo Reyes Way,"That portion of S.W. 3rd Avenue from 26th Road to 27th Road in Miami is designated as ""Manolo Reyes Way.""",,CS/SB 1392,1994/04/08 05:00:00+00,1994,6,S.W. 3rd Avenue,,,,,,763,,0,94ff29b6-b725-48c1-b438-889bd4dfe5f6,115.998816834453
1449,Miami‐Dade,87,Manuel Capo Way,"That portion of S.W. 88th Street between S.W. 137th Avenue and S.W. 142nd Avenue in Miami-Dade County is designated as ""Manuel Capo Way.""",,HB 5,2010/07/01 05:00:00+00,2010,6,S.W. 88th Street,,,,,,765,,1,070c026e-7310-475f-a046-6f963bea7b7b,933.387977255202
1451,Miami‐Dade,87,Marjory Stoneman Douglas Sunset Drive,"That portion of S.W. 72nd Street from S.W. 42nd Avenue to S.W. 157th Avenue in Miami-Dade County is desiganted as ""Marjory Stoneman Douglas Sunset Drive.""",,SB 1156,1996/05/07 05:00:00+00,1996,6,S.W. 72nd Street,,,,,,767,,0,f064b017-638b-4df3-9b9c-967261df8e17,20654.5929542641
1452,Miami‐Dade,87,Marlins Expressway,"The Gratigny Parkway (S.R. 924) is designated as the ""Marlins Expressway.""",,CS/SB 1014,1998/05/22 05:00:00+00,1998,6,Gratigny Parkway,,,,,,768,,0,42cd9d9c-bca7-4324-9875-d4b1b931cfdd,16155.4589709922
1454,Miami‐Dade,87,Mary Ellen Miller Way,"That portion of Hialeah Drive between Okeechobee Road and LeJeune Road in Miami-Dade County is designated as ""Mary Ellen Miller Way.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,6,Hialeah Drive,,,,,,770,,0,d5ea1319-83e8-45b0-b8a7-8fefccb0bf8e,1682.40164566209
1456,Miami‐Dade,87,Mayor General Ignacio Agramonte y Loynaz Roadway,"That portion of West Flagler Street from S.W. 27th Avenue to S.W. 42nd Avenue is designated as the ""Mayor General Ignacio Agramonte y Loynaz Roadway.""",,CS/HB 75,1994/03/28 05:00:00+00,1994,6,West Flagler Street,,,,,,772,,0,c36d4ccb-4434-44b2-9f95-6cd472670cf9,2735.72798010432
1463,Miami‐Dade,87,Natan R. Rok Boulevard,"That portion of East Flagler Street from North Miami Avenue to N.E. 2nd Avenue in Miami, Florida, is designated as ""Natan R. Rok Boulevard.""",,CS/HB 55,1990/06/22 05:00:00+00,1990,6,East Flagler Street,,,,,,779,,0,781b4755-57d1-4e54-998b-9c35d4d62fd4,371.448826697106
1468,Miami‐Dade,87,Orange Bowl Way,"That portion of N.W. 77th Court in Miami Lakes is designated as ""Orange Bowl Way.""",,HB 5,2010/07/01 05:00:00+00,2010,6,N.W. 77th Court,,,,,,784,,1,78263f73-35fd-4211-842d-544657fa298b,4170.47504771866
1473,Miami‐Dade,87,Pinecrest Parkway,"That portion of S.R. 5 (South Dixie Highway) within the municipal limits of the Village of Pinecrest in Miami-Dade County is designated as the ""Pinecrest Parkway.""",,CS/SB 82,1999/06/11 05:00:00+00,1999,6,South Dixie Highway,,,,,,789,,0,93044f80-92b4-4dc4-9c6e-a676c64ce9d0,6801.64291697193
1475,Miami‐Dade,87,Rafael Diaz-Balart Way,"That portion of LeJeune Road between East 65th Street and Okeechobee Road in the City of Hialeah in Miami-Dade County is designated as ""Rafael Diaz-Balart Way.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008,6,LeJeune Rd/SE 8th Ave,,,,,,791,,0,0cb28c23-6482-43ab-8f3e-967299666e7e,8807.98263547005
1484,Miami‐Dade,87,Ricardo Karakadze Street,"The portion of 104th Street between U.S. 1 and 97th Avenue is designated as the ""Ricardo Karakadze Street.""",,HB 385,2005/07/01 05:00:00+00,2005,6,104th Street,,,,,,800,,0,cf10d4da-5991-4241-bccf-f5564a77fdbb,3478.98545660392
1494,Miami‐Dade,87,S.W. 62nd Avenue Historic Highway,"That portion of S.W. 62nd Avenue between S.W. 8th Street and Coral Way (S.W. 24th Street) is designated as ""S.W. 62nd Avenue Historic Highway.""",,CS/SB 512,1993/04/01 05:00:00+00,1993,6,S.W. 62nd Avenue,,,,,,810,,0,ca70c720-44bf-4489-8661-6d036b1ad6e0,1892.034857148
1498,Miami‐Dade,87,Shawn O'Dare Way,"That portion of N.W. 167th Street between N.W. 57th Avenue and N.W. 67th Avenue in the Town of Miami Lakes in Miami-Dade County is designated as ""Shawn O'Dare Way.""",,HB 385,2005/07/01 05:00:00+00,2005,6,N.W. 167th Street,,,,,,814,,0,45741968-85d4-4824-96f1-d4aa5ad2bc1f,1767.65418838938
1500,Miami‐Dade,87,Sidney Alterman Way,"That portion of N.W. 42nd Avenue in Miami-Dade County, from N.W. 119th Street to N.W. 135th Street is designated as ""Sidney Alterman Way.""",,HB 9,2004/05/13 05:00:00+00,2004,6,N.W. 42nd Avenue,,,,,,816,,0,bfe98497-00c0-4a2a-b658-734cd043f977,1824.8125763737
1503,Miami‐Dade,87,South Bayshore Drive Historic Highway,"That portion of South Bayshore Drive from Aviation Avenue to Halissee Street is designated as ""South Bayshore Drive Historic Highway.""",,HB 1116,1977/06/20 05:00:00+00,1977,6,South Bayshore Drive,,,,,,819,,0,7abada5b-6fc6-47c5-ae4b-b3ed91eb1d65,2040.58157083406
1504,Miami‐Dade,87,South Miami Avenue Historic Highway,"That portion of South Miami Avenue from Halissee Street to Simpson Park at S.E. 15th Road is designated as ""South Miami Avenue Historic Highway.""",,HB 1116,1977/06/20 05:00:00+00,1977,6,South Miami Avenue,,,,,,820,,0,de9af595-bd73-45a1-b486-fbf8cd98ecae,3405.55733190594
1509,Miami‐Dade,87,Tanya Martin Oubre Pekel Street,"That portion of S.R. 932/N.E. 103rd Street between N.W. 3rd Avenue and N.E. 6th Avenue in Miami-Dade County is designated as ""Tanya Martin Oubre Pekel Street.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,6,N.E. 103rd Street,,,,,,825,,1,3bb599d9-6006-45b1-8e39-220e4709b1a2,677.044248199066
1525,Broward,86,Patricia Angella Barrett Lewis and Charlton Pernell Lewis Avenue,"That portion of N.W. 133rd Avenue between N.W. 11th Street and N.W. 12th Street in Broward County is designated as ""Patricia Angella Barrett Lewis and Charlton Pernell Lewis Avenue.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,4,N.W. 133rd Avenue,,,,,,841,,0,7fe1cce4-8578-4def-8f49-867048035e52,282.89990772917
1526,Orange,75,Elias 'Rico' Piccard Memorial Overpass,"The pedestrian bridge over S.R. 436/Semoran Boulevard at Abercorn Drive in Orange County is designated as ""Elias 'Rico' Piccard Memorial Overpass.""",SR-436,CS/SB 382,2018/07/01 05:00:00+00,2018,5,Semoran Boulevard,,,,,,842,,0,98e62292-f242-4786-89c3-69db72857b4b,58.0182143181701
1527,Miami-Dade,87,Marge Pearlson Way,"That portion of S.W. 129th Terrace between East 67th Avenue and 64th Avenue in Miami-Dade County is designated as ""Marge Pearlson Way.""",,HB 385,2005/07/01 05:00:00+00,2005,6,S.W. 129th Terrace,,,,,,843,,0,bf7ef36c-148a-4abd-b536-683046316a7f,362.273084513652
1528,Miami-Dade,87,Reverend Wilner Maxy Street,"That portion of N.E. 73rd Street between N.E. 2nd Avenue and N.E. 3rd Court in Miami-Dade County is designated as ""Reverend Wilner Maxy Street.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017,6,N.E. 73rd Street,,,,,,844,,1,e5cf0d1a-53c0-4b2a-9fd1-a4ddc5c59417,302.804941414241
1529,Citrus,2,Brittan Alexander Bridge,"Bridge number 020026 over the Withlacoochee River near Dunnellon on S.R. 45 (U.S. 41) is designated as the ""Brittan Alexander Bridge.""",,CS/HB 419,1997/05/29 05:00:00+00,1997,7,,,,,,,845,,0,187adb3a-254e-401a-8437-18c955ef8631,95.9016494918542
1531,Citrus,2,Franklin Hair Bridge,"The bridge on C.R. 470 in Citrus County between the City of Inverness and Gospel Island is designated as the ""Franklin Hair Bridge.""",,SB 1327,1955/06/23 05:00:00+00,1955,7,E. Vine Street,,,,,,847,,0,9556a478-50a4-4532-8997-e337235b5fc1,57.1430873287708
1532,Citrus,2,Trooper Ronald Gordon Smith Memorial Bridge,"The bridge on U.S. Highway 19/98 in Citrus County at the Cross Florida Base Canal is designated as ""Trooper Ronald Gordon Smith Memorial Bridge.""",US-19,CS/CS/HB 29,2010/07/01 05:00:00+00,2010,7,N. Suncoast Boulevard,,,,,,848,,0,c76a4cf2-f23e-43d6-9513-6fdeca814403,258.566444941292
1533,Hernando,8,Deputy Lonnie Coburn Memorial Highway,"That easterly portion of S.R. 50 within Hernando County to U.S. 301 is designated as the ""Deputy Lonnie Coburn Memorial Highway.""",SR-50,CS/SB 1014,1998/05/22 05:00:00+00,1998,7,,,,,,,849,,0,0555f7e1-587f-4026-8c81-8f6d6f8fd929,9098.02127988634
1535,Hillsborough,10,Art Pepin Boulevard,"That portion of 56th Street between Fletcher Avenue and Dr. Martin Luther King Boulevard in Hillsborough County is designated as ""Art Pepin Boulevard.""",,HB 385,2005/07/01 05:00:00+00,2005,7,56th Street,,,,,,851,,0,29e2c16b-8934-473f-bc0d-79492cf9f7f9,11480.164007165
1537,Hillsborough,10,Blue Star Memorial Highway,"That portion of S.R. 674 between U.S. Highway 301/S.R. 43 and I-75/S.R. 93A in Hillsborough County is designated as ""Blue Star Memorial Highway.""",SR-674,HB 5,2010/07/01 05:00:00+00,2010,7,Sun City Center Boulevard,,,,,,853,,0,346bc82f-f0d5-4e65-b385-d75d701d84d3,6001.78196040809
1541,Hillsborough,10,Gonzmart Memorial Road,"That portion of C.R. 574/7th Avenue between N. 20th Street and 22nd Street in Hillsborough County is designated as ""Gonzmart Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,7,7th Avenue,,,,,,857,,0,5c21f853-367f-45ad-9c29-2a0782dcb6a9,223.555621097632
1542,Hillsborough,10,Ivey Edward Cannon Memorial Bridge,"Bridge Numbers 100646 and 100647 on Paul S. Buchman Highway/S.R. 39 between County Line Road and Half Mile Road in Hillsborough County is designated as ""Ivey Edward Cannon Memorial Bridge.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012,7,Paul S. Buchman Highway,,,,,,858,,0,676623c4-8603-4828-b66e-81094ae21cff,124.937733223398
1544,Hillsborough,10,Jim Holmes Memorial Road,"That portion of N. MacDill Avenue between W. Woodlawn Avenue and S.R. 574 in Hillsborough County is designated as ""Jim Holmes Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,7,North MacDill Avenue,,,,,,860,,0,772e9211-e2aa-4f95-a5f9-e507b87c8ef0,641.288844533917
1546,Hillsborough,10,Licata Bridge,"The 22nd Street Causeway Bridge, located in Hillsborough County, Florida, is designated as the ""Licata Bridge.""",,SB 296,1975/06/23 05:00:00+00,1975,7,22nd Street,,,,,,862,,0,b966dd58-fbdb-49b0-a6fd-3a34633f7b8a,563.858686038719
1569,Pinellas,15,Command Sergeant Major Gary Lee Littrell Medal of Honor Causeway and Bridge,"That portion of S.R. 682 (Pinellas Bayway) from S.R. 699 (Gulf Boulevard) to U.S. 19 in Pinellas County is designated as ""Command Sergeant Major Gary Lee Littrell Medal of Honor Causeway and Bridge.""",,HB 5,2010/07/01 05:00:00+00,2010,7,Pinellas Bayway,,,,,,885,,0,80f1a728-3a3c-47ef-bf6a-02676b3de237,6769.71046088408
1579,Pinellas,15,"William Ennels Dean, Jr., Bridge","The main channelspan of the Sunshine Skyway is designated as the ""William Ennels Dean, Jr., Bridge.""",,HB 4646,1970/07/01 05:00:00+00,1970,7,Sunshine Skyway,,,,,,895,,0,3ebb8ccf-a5c7-423f-bc41-2bbd9cd63d75,7545.96049299301
1581,Hillsborough,10,Nick Capitano Memorial Road,"That portion of E. 9th Avenue between N. 13th Street and N. 14th Street in Hillsborough County is designated as ""Nick Capitano Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018,7,E. 9th Avenue,,,,,,897,,0,871c202e-6872-436e-8f36-2b1dd312ecba,128.708336759171
1585,Pinellas,15,Deputy Michael J. Magli Memorial Road,"That portion of C.R. 611/E. Lake Road between Forelock Road and Keystone Road in Pinellas County is designated as ""Deputy Michael J. Magli Memorial Road.""",,SB 1716,2021/07/01 05:00:00+00,2021,7,E. Lake Road,,,,,,900,,0,7599904c-9b7e-4dfa-8fac-ab5eedb7bd40,1393.52176382904
1587,Brevard,70,"Sgt. George Lee Taylor, Sr., Memorial Highway","The portion of S.R. 520/W. King Street between S.R. 501/Clearlake Road and S.R. 519/Fiske Boulevard in Brevard County is designated as “Sgt. George Lee Taylor, Sr., Memorial Highway.”",SR-520,CS/CS SB 160,2022/07/01 05:00:00+00,2022,5,W. King Street,,,,,,902,,0,a24fa716-112f-4bb0-a75e-b2339cd18422,1378.40695494238
1591,Escambia,48,Pensacola Police Fallen Heroes Highway,The portion of Bayfront Parkway between Tarragona Street and N. 17th Avenue in Escambia County is designated as “Pensacola Police Fallen Heroes Highway.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,3,Bayfront Parkway,,,,,,906,,0,e14dff33-db70-4001-918f-885c1105ec34,2468.53984002091
1592,Flager,73,Staff Sergeant Keon Clyde Sands Memorial Parkway,That portion of Matanzas Woods Parkway between Bird of Paradise Drive and Old Kings Road in Flagler County is designated as “Staff Sergeant Keon Clyde Sands Memorial Parkway.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,5,Matanzas Woods Parkway,,,,,,907,,0,744e9451-8864-4320-94b4-46a48c3a5146,1191.44488201796
1594,Hillsborough,10,Maximino Capdevila Road,The portion of W. Columbus Drive between N. Himes Avenue and N. MacDill Avenue in Hillsborough County is designated as “Maximino Capdevila Road.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,7,W. Columbus Drive,,,,,,909,,0,146f4a1f-8417-473b-affa-528716f4f15c,1367.73240708671
1595,Hillsborough,10,Virginia Creighton Bridge,Bridge number 100850 on S.R. 60/Courtney Campbell Causeway over Old Tampa Bay in Hillsborough County is designated as “Virginia Creighton Bridge.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,7,Courtney Campbell Causeway,,,,,,910,,0,6d5e8d22-50a8-46f0-a995-337c38b8a683,80.1967327101528
1598,Miami-Dade,87,98 Points of Light Road,"That portion of S.R. A1A/Collins Avenue between 87th Terrace and 88th Street in Miami-Dade County is designated as ""98 Points of Light Way.""",SR-A1A,HB 1469,2022/07/01 05:00:00+00,2022,6,Collins Avenue,,,,,,913,,0,124ab474-44f3-4d63-a8fa-285b7b3052ac,88.2637981048425
1599,Miami-Dade,87,Anthony Reznik Boulevard,That portion of S.R. 826/Sunny Isles Boulevard between N.E. 35th Avenue and S.R. A1A in Miami-Dade County is designated as “Anthony Reznik Boulevard.”,SR-826,CS/CS SB 160,2022/07/01 05:00:00+00,2022,6,Sunny Isles Boulevard,,,,,,914,,0,ff13cf17-4621-4656-a227-e53dd9f78046,1444.21191883996
1600,Miami-Dade,87,Arturo Diaz Artiles Plaza,The intersection of S.W. 23rd Avenue and S.W. 8th Street in Miami-Dade County is designated as “Arturo Diaz Artiles Plaza.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,6,,,,,,,915,,0,43808949-0e96-4e44-a587-b6c247b15e7c,26.7984894188957
1603,Miami-Dade,87,Soul of Miami Avenue,That portion of N.W. 12th Avenue/John Henry Peavy Jr. Avenue between N.W. 62nd Street and N.W. 71st Street in Miami - Dade County is designated as “Soul of Miami Avenue.”,,CS/CS SB 160,2022/07/01 05:00:00+00,2022,6,N.W. 12th Avenue,,,,,,918,,0,a871e493-1d64-4735-97ab-6f3d5921db20,922.950751504899
1607,Palm Beach,93,Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace Highway,The portion of S.R. 715/Bacom Point Road between W. Morgan Road and S.W. 14th Street in Palm Beach County is designated as “Deputy Sheriff Donta Manuel and Deputy Sheriff Jonathan Wallace Highway.”,SR-715,CS/CS SB 160,2022/07/01 05:00:00+00,2022,4,Bacom Point Road,,,,,,922,,0,e4456378-ba54-4364-8b23-8c396e52f9eb,2931.10863801394
1612,Broward,86,Michael Moskowitz Drive,"That portion of North University Drive between S.R. 827 and the Sawgrass Expressway is designated as ""Michael Moskowitz Drive.""",,CS/CS SB 160,2022/07/01 05:00:00+00,2022,4,North University Drive,,,,,,926,,0,70171641-162e-4b46-aa54-3c6c096f4cb4,5179.99414024578
1616,Suwannee,37,Nott Circle Roundabout,"The roundabout at S.R. 51, Walker Avenue, and C.R. 136 located in Live Oak in Suwannee County is designated as ""Nott Circle Roundabout.""",SR-51,CS/SB 1994,2003/05/05 05:00:00+00,2003,2,,,,,,,930,,0,ee205493-0dbf-4779-ac62-4899c6cc06e8,197.650660284903
1621,Multiple Counties,0,Buccaneer Trail,"The First Coast Highway, Florida A1A, from Nassau County through St. Johns County is designated as the ""Buccaneer Trail.""",,CS/HB 745,1995/06/01 05:00:00+00,1995,2,First Coast Highway,,,,,,935,,0,3d8a5754-5387-4e90-bde0-8de2ca04a6ec,198711.127158092
1622,Multiple Counties,0,Pierce Snowden Highway,"That portion of Beaver Creek Road between S.R. 4 and the Florida-Alabama state line is designated as the ""Pierce Snowden Highway.""",,HB 940,1947/06/16 05:00:00+00,1947,3,Beaver Creek Road,,,,,,936,,0,f92fcca5-f3fa-42c3-8b61-c61e26762f9f,20915.3035103186
1637,Broward,86,Archbishop Edward A. McCarthy High School Way,"That portion of S.R. 823/South Flamingo Road between Southwest 52nd Street and Southwest 55th Street in Broward County is designated as ""Archbishop Edward A. McCarthy High School Way.""",,CS/CS/HB 21,2023/07/01 05:00:00+00,2023,4,South Flamingo Road,,,,,,948,,0,9b6a7588-6227-454d-860b-dcee27230516,704.35850739293
1638,Duval,72,Coach Gwendolyn Maxwell Bridge to Ribault,"The bridge on Howell Drive over the Ribault River in Duval County is designated as ""Coach Gwendolyn Maxwell Bridge to Ribault.""",,CS/CS/HB 21,2023/07/01 05:00:00+00,2023,2,Howell Drive,,,,,,949,,0,afa86bb4-c705-47e0-a1ad-ba9ef8b569e2,170.101320665681
1653,Hernando,8,Rush Limbaugh Way,"That portion of Cortez Boulevard between U.S. 41 and S.R. 50/50A in Hernando County is designated as ""Rush Limbaugh Way.""",,CS/CS/HB 21,2023/07/01 05:00:00+00,2023,7,Cortez Boulevard,,,,,,964,,0,a34f9e09-3e21-43b2-afdf-360936e6d2ed,2782.46892996258
1654,Bradford,,,Heroes Memorial Overpass,,,,,,Heroes Memorial Overpass,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1655,Charlotte,,,Sergeant Elio Diaz Memorial Highway,,,,,,Sergeant Elio Diaz Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1656,Palm Beach,,,PBSO Motorman Highway,,,,,,PBSO Motorman Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1657,Pinellas,,,Staff Sergeant Matthew Sitton Memorial Highway,,,,,,Staff Sergeant Matthew Sitton Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1658,Lake,,,Sheriff Gary S. Borders Memorial Highway,,,,,,Sheriff Gary S. Borders Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1659,Lake,,,Master Deputy Bradley Link Memorial Highway,,,,,,Master Deputy Bradley Link Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1660,Seminole,,,Sergeant Karl Strohsal Memorial Highway,,,,,,Sergeant Karl Strohsal Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1661,Broward,,,SPC Daniel J. Agami Bridge,,,,,,SPC Daniel J. Agami Bridge,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1662,Walton,,,Deputy William May Memorial Highway,,,,,,Deputy William May Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1663,Miami-Dade,,,Manolo Reyes Boulevard,,,,,,Manolo Reyes Boulevard,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1664,Hillsborough,,,Master Patrol Officer Jesse Madsen Memorial Highway,,,,,,Master Patrol Officer Jesse Madsen Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1665,Orange,,,Geraldine Thompson Way,,,,,,Geraldine Thompson Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1666,Orange,,,Harris Rosen Way,,,,,,Harris Rosen Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1667,Duval,,,Harry Frisch Street,,,,,,Harry Frisch Street,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1668,Hillsborough,,,Senator James A. Sebesta Memorial Highway,,,,,,Senator James A. Sebesta Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1669,Pinellas,,,Senator James A. Sebesta Memorial Highway,,,,,,Senator James A. Sebesta Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1670,Miami-Dade,,,Congressman Lincoln Diaz-Balart Memorial Highway,,,,,,Congressman Lincoln Diaz-Balart Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1671,Monroe,,,Jose Wejebe Bridge,,,,,,Jose Wejebe Bridge,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1672,Miami-Dade,,,Celia Cruz Way,,,,,,Celia Cruz Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1673,Palm Beach,,,President Donald J. Trump Boulevard,,,,,,President Donald J. Trump Boulevard,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1674,Miami-Dade,,,Sonia Castro Way,,,,,,Sonia Castro Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1675,Highlands,,,"Deputy William Gentry, Jr., Memorial Highway",,,,,,"Deputy William Gentry, Jr., Memorial Highway",,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1676,,,,Jimmy Buffett Memorial Highway,,,,,,Jimmy Buffett Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1677,Pinellas,,,Deputy Sheriff Michael Hartwick Memorial Highway,,,,,,Deputy Sheriff Michael Hartwick Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1678,Santa Rosa,,,Sgt. Maj. Thomas Richard ‘Ric’ Landreth Memorial Highway,,,,,,Sgt. Maj. Thomas Richard ‘Ric’ Landreth Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1679,Pinellas,,,SPC Zachary L. Shannon Memorial Highway,,,,,,SPC Zachary L. Shannon Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1680,Duval,,,Officer Scott Eric Bell Highway,,,,,,Officer Scott Eric Bell Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1681,Duval,,,Officer Christopher Michael Kane Highway,,,,,,Officer Christopher Michael Kane Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1682,Duval,,,Coach Gwendolyn Maxwell Bridge,,,,,,Coach Gwendolyn Maxwell Bridge,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1683,Brevard,,,Dr. Sally Ride Memorial Bridge,,,,,,Dr. Sally Ride Memorial Bridge,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1684,Nassau,,,Corporal James McWhorter Memorial Highway,,,,,,Corporal James McWhorter Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1685,Hernando,,,Rush Limbaugh Way,,,,,,Rush Limbaugh Way,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1686,Jefferson,,,Senior Inspector Rita Jane Hall Memorial Highway,,,,,,Senior Inspector Rita Jane Hall Memorial Highway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
1687,Taylor,,,Michael Scott Williams Parkway,,,,,,Michael Scott Williams Parkway,,2025-10-07,append_memorials.py,2025-10-07,append_memorials.py,,,,,
