name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
Judge Steve Levine,Judge Steve Levine Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Wilkie D. Ferguson,"Judge Wilkie D. Ferguson, Jr. Boulevard",Miami‐Dade,https://en.wikipedia.org/wiki/Wilkie_D._Ferguson,Found,"Wilkie D. Ferguson was an American jurist born in 1937 who became the first Black federal judge in Florida. He served as a United States District Judge for the Southern District of Florida from 1979 until his death in 2003. Prior to his federal appointment, Ferguson was a prominent state judge and civil rights advocate in Miami-Dade County. His judicial career was marked by landmark rulings that advanced equality and justice, leaving a lasting impact on Florida's legal history.","['Florida Agricultural and Mechanical University (FAMU), Bachelor of Science', 'Howard University School of Law, Juris Doctor']",1937-06-21,2003-04-11,"Miami, Florida, United States","Miami, Florida, United States",male,no,yes,no,no
Judy Drucker,Judy Drucker Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Julia Tuttle,Julia Tuttle Way,Miami‐Dade,https://en.wikipedia.org/wiki/Julia_Tuttle,Found,"Julia Tuttle (1849–1898) was an American businesswoman and landowner known as the 'Mother of Miami' for her pivotal role in founding the city. Born in Cleveland, Ohio, she moved to Southern Florida in 1891, where she convinced railroad tycoon Henry Flagler to extend his railway to the area, spurring its development. Tuttle owned significant land in the region, which she donated to facilitate Miami’s incorporation in 1896. She died in 1898, leaving a lasting legacy as a key figure in Florida’s growth and urbanization.",,1849,1898,"Cleveland, Ohio, United States","Miami, Florida, United States",female,no,no,no,no
Killian Drive State Historic,Killian Drive State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Lolo Villalobos,Lolo Villalobos Way,Miami‐Dade,https://en.wikipedia.org/wiki/Lolo_Villalobos,Found,"Lolo Villalobos was a prominent Venezuelan political figure known for her opposition to the Hugo Chávez administration. Born in 1942, she became a key leader in the 2002 coup attempt against Chávez and later went into exile in the United States. Villalobos was actively involved in business and civic organizations, advocating for democratic governance and human rights. She passed away in 2023, leaving behind a legacy as a polarizing but influential figure in Venezuela's modern political history.",,1942,2023,not found,not found,female,no,yes,no,no
Loring P. Evans,Loring P. Evans Memorial Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Lourdes P. Aguila,Lourdes P. Aguila Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Lt. Colonel Charles Brown,Lt. Colonel Charles Brown Memorial Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Luis Conte Aguero,Luis Conte Aguero Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Maestro Luis Casas Romero,Maestro Luis Casas Romero Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Manny Añon,Manny Añon Memorial Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Manolo Reyes,Manolo Reyes Way,Miami‐Dade,https://en.wikipedia.org/wiki/Manolo_Reyes,Found,"Manolo Reyes was a prominent Spanish-language television news anchor in the United States, best known for his work at Univision. Born in Spain, he became a respected journalist covering major events and advocating for Latino communities. Reyes was also recognized for his extensive community service and philanthropic efforts, earning multiple awards. He passed away in 2019, leaving a lasting legacy in Hispanic media and journalism.",,,2019,not found,not found,male,no,no,no,no
Manuel Capo,Manuel Capo Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Richard_Manuel,Found,"Richard Manuel was a Canadian musician born on April 3, 1943, best known as a pianist, singer, and songwriter for the influential rock group The Band. He joined The Hawks (later The Band) in the early 1960s, contributing to their iconic albums like Music from Big Pink and The Band, which blended rock, folk, and Americana. Manuel’s soulful voice and multi-instrumental talent earned him acclaim, though he struggled with personal demons, including depression and substance abuse. He died by suicide on March 4, 1986, leaving behind a legacy as one of rock’s most underrated yet pivotal figures.",,1943-04-03,1986-03-04,"Stratford, Ontario, Canada","Winter Park, Florida, United States",male,no,no,no,yes
Marilyn Culp,Marilyn Culp Way,Miami‐Dade,https://en.wikipedia.org/wiki/Steven_Culp,Found,"Steven Culp is an American actor born on December 3, 1955, known for his extensive work in television and film. He gained recognition for roles in series like Star Trek: Enterprise (as Major Hayes), Desperate Housewives, and JAG, as well as films such as Thirteen Days (2000). Culp earned a Bachelor of Arts in Theatre from the College of William & Mary and later trained at the University of Michigan’s graduate acting program. With a career spanning over four decades, he remains active in Hollywood, contributing to both mainstream and independent projects.","['College of William & Mary, Bachelor of Arts in Theatre', 'University of Michigan, Graduate Acting Program']",1955-12-03,,"La Jolla, California, United States",not found,male,no,no,no,no
Marjory Stoneman Douglas Sunset,Marjory Stoneman Douglas Sunset Drive,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Martha Flores,Martha Flores Way,Miami‐Dade,https://en.wikipedia.org/wiki/Flores_%28surname%29,Found,"The content provided does not contain biographical details about a specific individual named Flores. Instead, it references a Wikipedia page about the surname 'Flores,' which is a common surname of Spanish, Portuguese, and Latin American origin. The page does not include information about a particular person's birth, death, achievements, or profession. Therefore, no individual biographical summary can be generated from this content.",,,,not found,not found,not found,no,no,no,no
Mary Ellen Miller,Mary Ellen Miller Way,Miami‐Dade,https://en.wikipedia.org/wiki/Mary_Ellen_Miller,Found,"Mary Ellen Miller is an American art historian specializing in Mesoamerican and Pre-Columbian art. She has held prominent academic positions, including dean of Yale College and professor at Yale University. Miller is recognized for her curatorial work, including exhibitions like The Courtly Art of the Ancient Maya and The Blood of Kings: Dynasty and Ritual in Maya Art. Her research and publications have significantly contributed to the understanding of ancient Mesoamerican visual culture and iconography.","['Princeton University, PhD, Art History (1979)', 'Yale University, BA, History of Art (1972)']",1950,,not found,not found,female,no,no,no,no
Maurice Rosen,Maurice Rosen Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Rote_Rosen,Found,"The provided content describes Rote Rosen, a German television soap opera rather than a biographical subject. First aired in 2006, it is a long-running daily series set in the fictional Rosenheim Hotel in Lübeck, Germany, focusing on romantic and dramatic storylines. The show features rotating casts of protagonists, with couples and characters evolving over its many seasons. It has gained popularity as a staple of German afternoon television, known for its melodramatic plots and ensemble performances.",,,,not found,not found,not found,no,no,no,no
Miami Medical Team,Miami Medical Team Way,Miami‐Dade,https://en.wikipedia.org/wiki/Miami_Medical,Found,"The provided content describes Miami Medical, a television drama series—not a biographical subject. The show premiered in 2010 and centered on trauma surgeons working at a Miami hospital, blending medical emergencies with personal drama. It aired for one season on CBS before cancellation due to low ratings. No individual biographical details (e.g., birth/death dates, profession) are present in the excerpt.",,,,not found,not found,not found,no,no,no,no
Milton Littman,Milton Littman Memorial Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Miss Lillie Williams,Miss Lillie Williams Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Mrs. Ann Carlton,Mrs. Ann Carlton Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
MSgt. Benjamin Strickland,MSgt. Benjamin Strickland Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Natan R. Rok,Natan R. Rok Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Norman Giller,Norman Giller Bridge,Miami‐Dade,https://en.wikipedia.org/wiki/Norman_Giller,Found,"Norman Giller was a British journalist, author, and sportswriter born in 1940. He became widely known for his humorous novels, collaborations with celebrities like Ricky Tomlinson and Jimmy Greaves, and contributions to television scripts. Giller worked extensively in sports journalism, covering football and boxing, and later transitioned into writing fiction and comedy. He passed away in 2023, leaving behind a legacy in both literary and sports media circles.",,1940,2023,"London, England, United Kingdom",not found,male,yes,no,no,no
North Miami Beach,North Miami Beach Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/North_Miami_Beach,Found,"The provided content does not contain biographical information about a person but instead describes North Miami Beach, a city in Florida. No birth, death, profession, or notable achievements for an individual are mentioned in the excerpt. The text focuses on Wikipedia navigation and structural elements rather than a person's life or contributions. Therefore, no biographical summary can be generated from this content.",,,,not found,not found,not found,no,no,no,no
Ofelia Perez‐Roura,Ofelia Perez‐Roura Memorial Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Olga Guillot,Olga Guillot Way,Miami‐Dade,https://en.wikipedia.org/wiki/Olga_Guillot,Found,"Olga Guillot was a legendary Cuban singer born on October 9, 1925, renowned as the 'Queen of the Bolero' for her emotive vocal style. She achieved international fame in the 1940s–1960s, pioneering Latin music's global expansion with hits like Miénteme and La Novia. Guillot performed at iconic venues like Carnegie Hall and collaborated with artists such as Frank Sinatra and Nat King Cole. She passed away on July 12, 2010, in Miami, Florida, leaving a lasting legacy as one of Latin America’s most influential musical figures.",,1925-10-09,2010-07-12,"Santiago de Cuba, Cuba","Miami, Florida, United States",female,no,no,no,yes
Orange Bowl,Orange Bowl Way,Miami‐Dade,https://en.wikipedia.org/wiki/Orange_Bowl,Found,"The Orange Bowl is an annual American college football bowl game held in Miami Gardens, Florida. Established in 1933 as the Palm Festival Game, it became a prominent postseason event and is now part of the New Year's Six bowls. The game has hosted legendary matchups and is traditionally associated with the Atlantic Coast Conference (ACC) champion. It also features the King Orange Jamboree Parade, a longstanding festive tradition tied to the event.",,,,not found,not found,not found,yes,no,no,no
Palmetto Bay,Palmetto Bay Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Palmetto_Bay,Found,"The provided content does not contain biographical information about a person but instead describes Palmetto Bay, a village in Miami-Dade County, Florida. Founded in 1997 through the merger of two unincorporated areas, it is known for its suburban character and family-friendly environment. The area features parks, schools, and a focus on community development. No individual's birth, death, achievements, or profession are mentioned in the provided text.",,,,not found,not found,not found,no,no,no,no
Phicol Williams,Phicol Williams Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Rafael Diaz-Balart,Rafael Diaz-Balart Way,Miami‐Dade,https://en.wikipedia.org/wiki/Rafael_Diaz-Balart,Found,"Rafael Díaz-Balart was a Cuban politician born on April 6, 1926, in Banes, Cuba. He served as a prominent figure in the Cuban government before the 1959 revolution, holding roles such as Minister of the Interior under Fulgencio Batista. After the revolution, he went into exile in the United States, where he continued his political activism against Fidel Castro’s regime. Díaz-Balart passed away on September 25, 2005, in Miami, Florida, leaving a legacy as a key anti-communist leader in the Cuban exile community.","['University of Havana, Law Degree']",1926-04-06,2005-09-25,"Banes, Holguín, Cuba","Miami, Florida, United States",male,no,yes,no,no
Ramon Puig,Ramon Puig Way,Miami‐Dade,https://en.wikipedia.org/wiki/Ramon_Puig,Found,"Ramon Puig was a notable figure whose specific biographical details are not provided in the given content. Without additional information, his birth and death dates, profession, and key achievements remain undocumented here. The available data does not clarify his historical significance or contributions. Further research would be required to accurately summarize his life and work.",,,,not found,not found,not found,no,no,no,no
Red Road State Historic,Red Road State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Jorge Comesanas,Rev. Jorge Comesanas Way,Miami‐Dade,https://en.wikipedia.org/wiki/Jorge_Bava,Found,"Jorge Bava is a Uruguayan former professional footballer who played as a goalkeeper. Born in 1981, he had a notable career in South American football, particularly in Uruguay and Argentina. After retiring as a player, Bava transitioned into coaching, managing teams like Liverpool Fútbol Club in Uruguay. His achievements include winning domestic titles and earning recognition as both a player and manager in Uruguayan football.",,1981-08-02,,"Tacuarembó, Uruguay",not found,male,yes,no,no,no
"Reverend Dr. C.P. Preston, Jr","Reverend Dr. C.P. Preston, Jr. Street",Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Reverend Samuel Atchison,Reverend Samuel Atchison Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Ricardo Karakadze,Ricardo Karakadze Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Rick Ricciardelli,Rick Ricciardelli Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Robert Frost,Robert Frost Highway,Miami‐Dade,https://en.wikipedia.org/wiki/Robert_Frost,Found,"Robert Frost was an American poet born on March 26, 1874, renowned for his realistic depictions of rural life and command of American colloquial speech. He won four Pulitzer Prizes for Poetry and became one of the most celebrated literary figures of the 20th century. Frost's works, including The Road Not Taken and Stopping by Woods on a Snowy Evening, remain iconic in American literature. He passed away on January 29, 1963, leaving a lasting legacy as a quintessential poet of New England and modernist verse.","['Dartmouth College (brief attendance, 1892)', 'Harvard University (1897–1899, no degree)']",1874-03-26,1963-01-29,"San Francisco, California, United States","Boston, Massachusetts, United States",male,no,no,no,no
Robert L. Blum,Robert L. Blum Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Roi Henri Christophe,Roi Henri Christophe Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Universit%C3%A9_d%27%C3%89tat_d%27Ha%C3%AFti%2C_Campus_Henri_Christophe_de_Limonade,Found,"The content provided describes the Université d'État d'Haïti, Campus Henri Christophe de Limonade, a public university campus in Haiti, rather than a biographical subject. Named after Henri Christophe, a key leader in the Haitian Revolution and former King of Haiti, the campus is part of Haiti's state university system. Henri Christophe (1767–1820) was a former slave who became a military commander under Toussaint Louverture and later ruled northern Haiti as president and then king. His legacy includes the construction of the Citadelle Laferrière and efforts to modernize Haiti's infrastructure and education system.",,1767,1820-10-08,"Grenada, Caribbean","Sans-Souci Palace, Milot, Haiti",male,no,yes,yes,no
Roy F. Kenzie,Roy F. Kenzie Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Saint Marcellin Champagnat,Saint Marcellin Champagnat Way,Miami‐Dade,https://en.wikipedia.org/wiki/Saint_Marcellin_Champagnat,Found,"Saint Marcellin Champagnat was a French Catholic priest born on May 20, 1789, in Le Rosey, France. He is best known for founding the Marist Brothers, a religious congregation dedicated to educating youth, particularly the poor and marginalized. Ordained in 1816, Champagnat focused his life’s work on establishing schools and fostering vocational training grounded in Christian values. He died on June 6, 1840, in Saint-Chamond, France, and was later canonized as a saint by the Catholic Church in 1999 for his enduring contributions to education and faith-based service.","['Seminary of Saint-Irénée (Lyon), Theology', 'Minor Seminary of Verrières, Philosophy and Humanities']",1789-05-20,1840-06-06,"Le Rosey, Auvergne-Rhône-Alpes, France","Saint-Chamond, Auvergne-Rhône-Alpes, France",male,no,no,no,no
Senator Ruben Mendiola,Senator Ruben Mendiola Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Senator Sherman Winn,Senator Sherman Winn Bridge,Miami‐Dade,https://en.wikipedia.org/wiki/Sherman_S._Winn,Found,"Sherman S. Winn was an American figure whose biographical details are sparsely documented in available sources. No specific birth or death dates, notable achievements, or profession are readily accessible in the provided content. The lack of detailed information makes it difficult to ascertain his historical significance or contributions. Further research would be required to provide a comprehensive overview of his life and work.",,,,not found,not found,male,no,no,no,no
Shawn O'Dare,Shawn O'Dare Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Sidney Alterman,Sidney Alterman Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Sigmund Zilber,Sigmund Zilber Memorial Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
South Bayshore Drive Historic,South Bayshore Drive Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
South Miami Avenue Historic,South Miami Avenue Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Steve Mainster,Steve Mainster Memorial Drive,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Steven Cranman,Steven Cranman Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Sunny Isles,Sunny Isles Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Sunny_Isles,Found,"This content describes Sunny Isles Beach, a city in Florida, rather than a person. It is located in Miami-Dade County and is known for its beaches, high-rise buildings, and tourism. The area has a rich history dating back to the early 20th century, evolving from a quiet coastal community to a bustling urban destination. No biographical details about an individual are provided in the given content.",,,,not found,not found,not found,no,no,no,no
Sunset Drive State Historic,Sunset Drive State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Tanya Martin Oubre Pekel,Tanya Martin Oubre Pekel Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Trooper Robert G. Smith,Trooper Robert G. Smith Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
"Victor Hernandez, Sr","Victor Hernandez, Sr. Way",Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
William H. Turner,William H. Turner Memorial Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/William_H._Turner,Found,"The provided content does not include specific biographical details about William H. Turner, as it only lists Wikipedia navigation sections (Artists, Politicians, Religious figures, Scientists, Sportspeople) without actual information. Without direct access to the article's body, no birth/death dates, notable achievements, profession, or historical significance can be confirmed. The name 'William H. Turner' appears to be disambiguated across multiple professions, including potential roles in politics, religion, science, or sports. Further research is required to extract accurate biographical data for any specific individual by this name.",,,,not found,not found,male,no,no,no,no
Willy Chirino,Willy Chirino Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Willy_Chirino,Found,"Willy Chirino is a Cuban-American salsa musician born on April 5, 1947, in Consolación del Sur, Cuba. Known as the 'Architect of the Miami Sound,' he pioneered a fusion of salsa, pop, and rock, becoming a key figure in Latin music. Chirino fled Cuba in 1961 and later established his career in Miami, earning multiple Grammy nominations and awards for his innovative work. His contributions to Latin music have cemented his legacy as one of the genre’s most influential artists and producers.",,1947-04-05,,"Consolación del Sur, Pinar del Río, Cuba",not found,male,no,no,no,yes
Yitzhak Rabin,Yitzhak Rabin Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Yitzhak_Rabin,Found,"Yitzhak Rabin was born on March 1, 1922, in Jerusalem, Mandatory Palestine, and was assassinated on November 4, 1995, in Tel Aviv, Israel. He was a distinguished Israeli politician, statesman, and general who served twice as the Prime Minister of Israel (1974–1977 and 1992–1995). Rabin played a pivotal role in the military as Chief of Staff of the Israel Defense Forces (IDF) during the 1967 Six-Day War and later became a key architect of the Oslo Accords, earning the Nobel Peace Prize in 1994. His leadership and efforts toward peace in the Middle East cemented his legacy as one of Israel’s most influential and transformative figures.","['Kadoorie Agricultural High School', 'Military training programs (IDF)']",1922-03-01,1995-11-04,"Jerusalem, Mandatory Palestine","Tel Aviv, Israel",male,no,yes,yes,no
Dante B. Fascell,Dante B. Fascell Bridge,Monroe,https://en.wikipedia.org/wiki/Dante_B._Fascell,Found,"Dante Bruno Fascell was an American politician born on March 9, 1917, who served as a Democratic member of the U.S. House of Representatives from Florida for nearly four decades (1955–1993). Known for his expertise in foreign policy, he chaired the House Foreign Affairs Committee and played a key role in shaping Cold War-era legislation, including the Fascell Amendment on immigration. A graduate of the University of Miami Law School, he practiced law before entering politics and became one of Florida’s most influential congressional figures. Fascell passed away on November 19, 1998, leaving a legacy as a pragmatic and respected statesman in U.S. political history.","['University of Miami, B.A. (1938)', 'University of Miami School of Law, LL.B. (1940)']",1917-03-09,1998-11-19,"Bridgehampton, New York, United States","Miami, Florida, United States",male,no,yes,yes,no
Representative Bernie C. Papy,Representative Bernie C. Papy Bridge,Monroe,https://en.wikipedia.org/wiki/Bernie_Papy,Found,"Bernie Papy was an American football player known for his contributions to the sport. Born in 1929, he played as a halfback and defensive back during his career. Papy gained recognition primarily for his time with the University of Kentucky Wildcats football team in the late 1940s and early 1950s. His legacy is tied to his athletic achievements, though detailed historical records about his life remain limited.",['University of Kentucky'],1929,,not found,not found,male,yes,no,no,no
"Whale Harbor Joe Roth, Jr","Whale Harbor Joe Roth, Jr., Bridge",Monroe,Not Found,Not Found,,,,,,,,,,,
Harry S. Truman Overseas,Harry S. Truman Overseas Highway,Multiple Counties,https://en.wikipedia.org/wiki/USS_Harry_S._Truman,Found,"The provided content describes the USS Harry S. Truman, a nuclear-powered aircraft carrier of the United States Navy, not a biographical subject. Named after the 33rd U.S. President Harry S. Truman, the ship was commissioned in 1998 and remains in active service. Harry S. Truman (1884–1972) was a pivotal political figure, serving as President from 1945 to 1953, overseeing the end of WWII, and implementing the Marshall Plan. His leadership marked significant Cold War policies, including the Truman Doctrine and NATO formation.","['Independence High School, Missouri', ""Spalding's Commercial College (night school)"", 'University of Missouri–Kansas City School of Law (attended, no degree)']",1884-05-08,1972-12-26,"Lamar, Missouri, USA","Kansas City, Missouri, USA",male,no,yes,yes,no
Gale Lemerand,Gale Lemerand Drive,Alachua,Not Found,Not Found,,,,,,,,,,,
Marge Pearlson,Marge Pearlson Way,Miami-Dade,https://en.wikipedia.org/wiki/Raymond_Pearlson,Found,"Raymond Pearlson was a notable figure though specific biographical details are scarce in the provided content. No birth or death dates, profession, or major achievements are explicitly mentioned in the available information. The Wikipedia page lacks substantial details about his life, contributions, or historical significance. Further research would be required to accurately summarize his background and impact.",,,,not found,not found,not found,no,no,no,no
Reverend Wilner Maxy,Reverend Wilner Maxy Street,Miami-Dade,Not Found,Not Found,,,,,,,,,,,
Brittan Alexander,Brittan Alexander Bridge,Citrus,https://en.wikipedia.org/wiki/Leon_Brittan,Found,"Leon Brittan, Baron Brittan of Spennithorne, was a British politician and barrister born on 25 September 1939. He served as a Conservative Member of Parliament (MP) from 1974 to 1988 and held key ministerial roles, including Home Secretary and Secretary of State for Trade and Industry. Brittan later became a European Commissioner, overseeing competition policy and external trade, and was Vice-President of the European Commission from 1989 to 1999. He passed away on 21 January 2015, leaving a legacy in both UK domestic politics and European Union governance.","[""Haberdashers' Aske's Boys' School, Elstree"", 'Trinity College, Cambridge - BA in Law (First Class Honours)', 'Harvard Law School - Master of Laws (LL.M.)']",1939-09-25,2015-01-21,"London, England, United Kingdom","London, England, United Kingdom",male,no,yes,no,no
Burton R. Quinn,Burton R. Quinn Memorial Highway,Citrus,Not Found,Not Found,,,,,,,,,,,
Franklin Hair,Franklin Hair Bridge,Citrus,https://en.wikipedia.org/wiki/Franklin_Richards_%28character%29,Found,"Franklin Richards is a fictional character appearing in Marvel Comics, created by writer Stan Lee and artist Jack Kirby. First introduced in Fantastic Four Annual #6 (1968), he is the son of Reed Richards (Mr. Fantastic) and Susan Storm (Invisible Woman), inheriting extraordinary mutant powers. As a child prodigy with reality-warping abilities, Franklin has played pivotal roles in major Marvel storylines, including Secret Wars and Heroes Reborn. His character explores themes of power, responsibility, and the challenges of growing up in a superhuman family.",,,,not found,not found,male,no,no,no,no
Trooper Ronald Gordon Smith,Trooper Ronald Gordon Smith Memorial Bridge,Citrus,Not Found,Not Found,,,,,,,,,,,
Lonnie Coburn,Deputy Lonnie Coburn Memorial Highway,Hernando,Not Found,Not Found,,,,,,,,,,,
Art Pepin,Art Pepin Boulevard,Hillsborough,Not Found,Not Found,,,,,,,,,,,
August A. Busch,"August A. Busch, Jr. Boulevard",Hillsborough,https://en.wikipedia.org/wiki/August_A._Busch,Found,"August A. Busch was a prominent American brewer and businessman born in 1865. He played a key role in expanding the Anheuser-Busch Brewing Company, which was co-founded by his father, Adolphus Busch. Known for his leadership in the brewing industry, he contributed to the company's growth during the late 19th and early 20th centuries. His legacy is tied to the development of one of America's most iconic beer brands, though specific details about his later life and death are less documented in the provided content.",,1865,,"St. Louis, Missouri, United States",not found,male,no,no,no,no
Corporal Michael Joseph Roberts,Corporal Michael Joseph Roberts Memorial Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
Fortune Taylor,Fortune Taylor Bridge,Hillsborough,https://en.wikipedia.org/wiki/Fortune_%28magazine%29,Found,"Fortune is an American multinational business magazine founded by Henry Luce in February 1930. It is best known for its annual rankings, including the Fortune 500 list of the largest U.S. corporations by revenue and the Fortune Global 500. The magazine covers business news, analysis, and executive leadership, becoming a key publication in the corporate world. Originally a monthly print publication, it transitioned to digital-first content under Time Inc. and later Meredith Corporation, remaining influential in business journalism today.",,,,not found,not found,not found,no,no,no,no
Ivey Edward Cannon,Ivey Edward Cannon Memorial Bridge,Hillsborough,Not Found,Not Found,,,,,,,,,,,
Sun City Center,Sun City Center Boulevard,Hillsborough,https://en.wikipedia.org/wiki/Sun_City_Center,Found,"Sun City Center is an unincorporated census-designated place (CDP) located in Hillsborough County, Florida, United States. Established as a retirement community in the 1960s, it is known for its active adult lifestyle, golf courses, and recreational amenities. The community primarily caters to residents aged 55 and older, offering a variety of clubs, social activities, and healthcare facilities. As of the 2020 census, Sun City Center had a population of over 23,000, making it one of Florida’s prominent retirement destinations.",,,,not found,not found,not found,no,no,no,no
Trooper Kenneth E. Flynt,Trooper Kenneth E. Flynt Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
W. Howard Frankland,W. Howard Frankland Bridge,Hillsborough,Not Found,Not Found,,,,,,,,,,,
W. T. Williams,W. T. Williams Bridge,Hillsborough,https://en.wikipedia.org/wiki/W._T._Williams,Found,"W. T. Williams was a notable figure whose exact birth and death dates are not specified in the provided content. He is recognized for contributions in research, though specific achievements are not detailed here. His professional work likely spanned academic or scientific fields given the context. Historical significance appears tied to his research and other activities, though further details are unavailable in this excerpt.",,,,not found,not found,male,no,no,no,no
John C. Mecklenburg,"Deputy John C. Mecklenburg Memorial Highway
",Multiple Counties,https://en.wikipedia.org/wiki/John_I%2C_Lord_of_Mecklenburg,Found,"John I, Lord of Mecklenburg was a medieval nobleman born around 1211 and died in 1264. He ruled as Lord of Mecklenburg from 1227 until his death, consolidating power and expanding his territory in northern Germany. Known for his political alliances and regional influence, he played a key role in the development of the Mecklenburg dynasty. His reign marked a period of stability and growth for the region during the High Middle Ages.",,1211,1264,not found,not found,male,no,yes,yes,no
Paul S. Buchman,Paul S. Buchman Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
Agent John Van Waters,Agent John Van Waters Memorial Highway,Pasco,Not Found,Not Found,,,,,,,,,,,
Constable Arthur Fleece Crenshaw,Constable Arthur Fleece Crenshaw Memorial Highway,Pasco,Not Found,Not Found,,,,,,,,,,,
Darce Taylor Crist,Darce Taylor Crist Boulevard,Pasco,Not Found,Not Found,,,,,,,,,,,
Father Felix Ullrich,Father Felix Ullrich Bridge,Pasco,Not Found,Not Found,,,,,,,,,,,
John Van Waters,John Van Waters Memorial Highway,Pasco,https://en.wikipedia.org/wiki/John_Waters,Found,"John Waters is an American filmmaker, writer, and artist born April 22, 1946, known for his transgressive and satirical works. He gained fame as the 'Pope of Trash' for cult classics like Pink Flamingos (1972) and Hairspray (1988), which later became a Broadway musical. Waters transitioned from underground cinema to mainstream success while maintaining his provocative, campy style. His influence spans film, literature, and visual art, cementing his legacy as a countercultural icon.","['New York University (dropped out)', ""Boys' Latin School of Maryland (high school)""]",1946-04-22,,"Baltimore, Maryland, United States",not found,male,no,no,no,yes
State Trooper James Crooks,State Trooper James Crooks Highway,Pasco,Not Found,Not Found,,,,,,,,,,,
Bob Graham/Sunshine Skyway,Bob Graham/Sunshine Skyway Bridge,Pinellas,Not Found,Not Found,,,,,,,,,,,
Edward Cole,Dr. Edward Cole Highway,Pinellas,https://en.wikipedia.org/wiki/Edward_Cole,Found,"Edward Cole was an American automotive executive best known for his leadership at General Motors (GM). Born in 1909, he played a pivotal role in the development and success of Chevrolet during the mid-20th century, contributing to GM's dominance in the automotive industry. Cole served as Chevrolet's chief engineer and later as GM's executive vice president before retiring in 1974. His innovations in car design and production left a lasting impact on the automotive sector, though his Wikipedia page lacks detailed biographical data.",,1909,,not found,not found,male,no,no,no,no
St. Petersburg/William C. Cramer,St. Petersburg/William C. Cramer Memorial Highway,Pinellas,https://en.wikipedia.org/wiki/William_C._Cramer,Found,"William C. Cramer was an American politician born on August 26, 1922, in Port Washington, Wisconsin. He served as a member of the U.S. House of Representatives from Florida from 1955 to 1971, representing the state’s 1st and later 12th congressional districts. Prior to his congressional career, Cramer was active in Florida state politics, serving in the Florida House of Representatives from 1947 to 1953. He passed away on October 18, 2003, leaving a legacy as a prominent Republican leader during the mid-20th century.",,1922-08-26,2003-10-18,"Port Washington, Wisconsin, United States","St. Petersburg, Florida, United States",male,no,yes,yes,no
