name,original_designation,county,wikipedia_url,status,summary,education,dob,dod,place_of_birth,place_of_death,gender,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music
John H. Levi,John H. Levi Highway,Miami‐Dade,https://en.wikipedia.org/wiki/Edward_H._Levi,Found,"Edward H. Levi was born on June 26, 1911, in Chicago, Illinois, and died on March 7, 2000, in the same city. He was a distinguished American legal scholar, educator, and public servant, best known for his tenure as the 71st United States Attorney General under President Gerald Ford from 1975 to 1977. Levi also served as the President of the University of Chicago from 1968 to 1975, where he played a pivotal role in shaping its academic policies and reputation. His contributions to law, education, and government earned him widespread recognition, including the Presidential Medal of Freedom in 1977 for his integrity and leadership during the post-Watergate era.","['University of Chicago, Bachelor of Arts (A.B.), 1932', 'University of Chicago Law School, Juris Doctor (J.D.), 1935', 'Yale University, Doctor of Laws (LL.D.) (honorary), 1976']",1911-06-26,2000-03-07,"Chicago, Illinois, United States","Chicago, Illinois, United States",male,no,yes,yes,no
John I. Smith,John I. Smith Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/John_Smith_%28explorer%29,Found,"John Smith (1580–1631) was an English explorer, soldier, and colonial leader best known for his role in establishing the Jamestown settlement in Virginia in 1607. His leadership and negotiations with the Powhatan tribe, including the legendary encounter with Pocahontas, were critical to the colony's early survival. Smith also conducted extensive explorations of the Chesapeake Bay region, mapping its rivers and coastline, which contributed to England’s territorial claims in North America. His writings, including A True Relation and The Generall Historie of Virginia, remain key historical accounts of early American colonization.",,1580-01-01,1631-06-21,"Willoughby, Lincolnshire, England","London, England",male,no,yes,yes,no
John J. Brunettie,"John J. Brunettie, Sr., Avenue",Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Jorge L. Cabrera,Jorge L. Cabrera Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Jorge Mas Canosa,Jorge Mas Canosa Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Jorge_Mas_Canosa,Found,"Jorge Mas Canosa was a Cuban-American businessman and political activist born on September 21, 1939, in Santiago de Cuba, Cuba. He became a prominent figure in the Cuban exile community, founding the influential Cuban American National Foundation (CANF) in 1981 to advocate for anti-Castro policies and support democratic change in Cuba. Mas Canosa also built a successful career in business, co-founding the telecommunications and infrastructure company MasTec, which grew into a major corporation. He passed away on November 23, 1997, in Coral Gables, Florida, leaving a lasting legacy in both U.S.-Cuba relations and the business world.",,1939-09-21,1997-11-23,"Santiago de Cuba, Cuba","Coral Gables, Florida, United States",male,no,yes,yes,no
Judge Steve Levine,Judge Steve Levine Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Wilkie D. Ferguson,"Judge Wilkie D. Ferguson, Jr. Boulevard",Miami‐Dade,https://en.wikipedia.org/wiki/Wilkie_D._Ferguson,Found,"Wilkie D. Ferguson was an American jurist born in 1937 who became the first Black federal judge in Florida. He served as a United States District Judge for the Southern District of Florida after a distinguished career in state courts. Ferguson was known for his contributions to civil rights and judicial fairness during his tenure. He passed away in 2021, leaving a legacy as a trailblazer in the legal profession.","['Florida A&M University, Bachelor of Science', 'Howard University School of Law, Juris Doctor']",1937-01-01,2021-01-01,"Miami, Florida, United States",not found,male,no,yes,no,no
Judy Drucker,Judy Drucker Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Julia Tuttle,Julia Tuttle Way,Miami‐Dade,https://en.wikipedia.org/wiki/Julia_Tuttle,Found,"Julia Tuttle (1849–1898) was an American businesswoman and landowner known as the 'Mother of Miami' for her pivotal role in founding the city. Born in Cleveland, Ohio, she moved to South Florida in 1891 and convinced railroad tycoon Henry Flagler to extend his railway to the area, spurring Miami's development. Tuttle owned significant land along the Miami River, which she donated to facilitate the city's incorporation in 1896. She died in 1898, leaving a lasting legacy as a key figure in Florida's early growth and urbanization.",,1849-01-01,1898-09-14,"Cleveland, Ohio, United States","Miami, Florida, United States",female,no,no,no,no
Killian Drive State Historic,Killian Drive State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Lolo Villalobos,Lolo Villalobos Way,Miami‐Dade,https://en.wikipedia.org/wiki/Lolo_Villalobos,Found,"Lolo Villalobos was a prominent Venezuelan businessman and politician born on November 11, 1913. He played a key role in Venezuela's economic development, particularly in the banking sector, and was a vocal opponent of the Marcos Pérez Jiménez dictatorship. Villalobos was forced into exile in 1952 due to his political activism but returned after the regime's fall in 1958. He is remembered as a significant figure in Venezuela's 20th-century political and financial history, passing away on January 1, 1984.",,1913-11-11,1984-01-01,not found,not found,male,no,yes,no,no
Loring P. Evans,Loring P. Evans Memorial Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Lourdes P. Aguila,Lourdes P. Aguila Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Lt. Colonel Charles Brown,Lt. Colonel Charles Brown Memorial Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Luis Conte Aguero,Luis Conte Aguero Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Maestro Luis Casas Romero,Maestro Luis Casas Romero Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Manny Añon,Manny Añon Memorial Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Manolo Reyes,Manolo Reyes Way,Miami‐Dade,https://en.wikipedia.org/wiki/Manolo_Reyes,Found,"Manolo Reyes was a prominent Spanish-language news anchor known for his work in Chicago's media landscape. Born in Spain, he became a respected journalist and community advocate in the United States, particularly within the Hispanic community. Reyes earned recognition for his contributions to broadcasting, including awards for his journalistic excellence. He passed away in 2019, leaving behind a legacy of service and dedication to both media and community causes.",,,2019-01-01,not found,"Chicago, Illinois, United States",male,no,no,no,no
Manuel Capo,Manuel Capo Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Richard_Manuel,Found,"Richard Manuel was a Canadian musician born on April 3, 1943, best known as the pianist, drummer, and vocalist for the influential rock group The Band. His soulful voice and multi-instrumental talent contributed to iconic albums like Music from Big Pink and The Band, shaping the roots-rock genre. Struggling with substance abuse, Manuel tragically died by suicide on March 4, 1986, at age 42. His work with Bob Dylan and The Band cemented his legacy as a pivotal figure in 1960s and 1970s American music history.",,1943-04-03,1986-03-04,"Stratford, Ontario, Canada","Winter Park, Florida, United States",male,no,no,no,yes
Marilyn Culp,Marilyn Culp Way,Miami‐Dade,https://en.wikipedia.org/wiki/Steven_Culp,Found,"Steven Culp is an American actor born on December 3, 1955, known for his extensive work in television and film. He gained recognition for his role as Major Hayes in JAG and later as Clayton Webb in 24, as well as appearances in Star Trek: Enterprise and Desperate Housewives. Culp has also performed in theater and voice acting, showcasing his versatility across multiple entertainment mediums. His career spans over four decades, establishing him as a respected figure in Hollywood with a focus on dramatic and supporting roles.","['Bethel College (Kansas), Bachelor of Arts in Theater and Speech', 'University of Kansas, Master of Fine Arts in Acting']",1955-12-03,,"La Jolla, California, United States",not found,male,no,no,no,no
Marjory Stoneman Douglas Sunset,Marjory Stoneman Douglas Sunset Drive,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Martha Flores,Martha Flores Way,Miami‐Dade,https://en.wikipedia.org/wiki/Flores_%28surname%29,Found,"The surname Flores is of Spanish, Portuguese, and Latin origin, derived from the Latin word 'flos' meaning 'flower.' It is widely distributed across Spanish-speaking countries, the Philippines, and former Portuguese colonies. Many notable individuals with this surname have made contributions in politics, arts, and sports. The name reflects both Iberian heritage and global cultural influence through migration and colonization.",,,,not found,not found,not found,no,no,no,no
Mary Ellen Miller,Mary Ellen Miller Way,Miami‐Dade,https://en.wikipedia.org/wiki/Mary_Ellen_Miller,Found,"Mary Miller is an American art historian specializing in Mesoamerican and Pre-Columbian art. She has served as a professor and dean at Yale University, contributing significantly to the study of ancient American art and culture. Miller is known for her curatorial work, including major exhibitions like The Courtly Art of the Ancient Maya and The Blood of Kings: Dynasty and Ritual in Maya Art. Her scholarship has earned her recognition as a leading authority in her field, though specific birth/death dates are not publicly documented.","['Princeton University, PhD, Art History', 'Yale University, BA, History of Art']",,,not found,not found,female,no,no,no,no
Maurice Rosen,Maurice Rosen Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Rote_Rosen,Found,"The provided content describes Rote Rosen, a German television soap opera rather than a biographical subject. First aired in 2006, it is one of Germany’s longest-running daily dramas, focusing on romantic and familial relationships in a fictional setting. The show features a rotating cast of protagonists, with storylines centered around love, conflict, and personal growth. It has gained cultural significance as a staple of German afternoon television programming.",,,,not found,not found,not found,no,no,no,no
Miami Medical Team,Miami Medical Team Way,Miami‐Dade,https://en.wikipedia.org/wiki/Miami_Medical,Found,"The provided content describes Miami Medical, a television drama series—not a biographical subject. The show premiered in 2010 and centered on a team of trauma surgeons working at a Miami hospital, blending medical emergencies with personal drama. It aired on CBS for one season, comprising 13 episodes, before its cancellation due to low ratings. The series featured actors like Jeremy Northam and Lana Parrilla but lacked real-world biographical details about an individual.",,,,not found,not found,not found,no,no,no,no
Milton Littman,Milton Littman Memorial Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Miss Lillie Williams,Miss Lillie Williams Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Mrs. Ann Carlton,Mrs. Ann Carlton Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
MSgt. Benjamin Strickland,MSgt. Benjamin Strickland Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Natan R. Rok,Natan R. Rok Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Norman Giller,Norman Giller Bridge,Miami‐Dade,https://en.wikipedia.org/wiki/Norman_Giller,Found,"Norman Giller was a British journalist, author, and sportswriter born in 1940. He gained prominence for his work in sports journalism, particularly in football (soccer), and collaborated with notable figures like Ricky Tomlinson and Jimmy Greaves on books. Giller also wrote comedy novelizations and contributed to television, showcasing his versatility as a writer. His career spanned several decades, leaving a lasting impact on British sports literature and media until his death in 2023.",,1940-01-01,2023-01-01,"London, England, United Kingdom",not found,male,yes,no,no,no
North Miami Beach,North Miami Beach Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/North_Miami_Beach,Found,"This content describes North Miami Beach, a city in Florida, rather than a biographical subject. Founded in 1926, it is located in Miami-Dade County and known for its diverse demographics, including a notable Chinatown. The city features a tropical monsoon climate and is surrounded by areas like Aventura and Miami Gardens. North Miami Beach has evolved into a vibrant community with a mix of residential, commercial, and cultural landmarks.",,,,not found,not found,not found,no,no,no,no
Ofelia Perez‐Roura,Ofelia Perez‐Roura Memorial Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Olga Guillot,Olga Guillot Way,Miami‐Dade,https://en.wikipedia.org/wiki/Olga_Guillot,Found,"Olga Guillot was a legendary Cuban singer born on October 9, 1922, renowned as the 'Queen of the Bolero' for her emotive vocal style. She achieved international fame in the 1940s–1960s, pioneering Latin music's global reach with hits like Miénteme and La Mentira. Guillot broke gender barriers in a male-dominated industry, becoming one of the first Latin artists to perform at Carnegie Hall in 1954. She passed away on July 12, 2010, in Miami, Florida, leaving a lasting legacy as an icon of Latin American music and culture.",,1922-10-09,2010-07-12,"Santiago de Cuba, Cuba","Miami, Florida, United States",female,no,no,no,yes
Orange Bowl,Orange Bowl Way,Miami‐Dade,https://en.wikipedia.org/wiki/Orange_Bowl,Found,"The Orange Bowl is an annual American college football bowl game held in Miami Gardens, Florida. Established in 1935 as the Palm Festival Game, it has grown into one of the most prestigious postseason games in college football history. It is part of the New Year's Six bowls and has hosted numerous iconic matchups, including national championship games. The event also features the King Orange Jamboree Parade, a longstanding tradition tied to the game's festivities.",,,,not found,not found,not found,yes,no,no,no
Palmetto Bay,Palmetto Bay Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Palmetto_Bay,Found,"The provided content does not contain biographical information about a person but instead describes Palmetto Bay, a village in Miami-Dade County, Florida. No details about an individual’s birth, death, profession, or achievements are present in the given text. The content appears to be navigational elements and metadata from a Wikipedia page rather than a biography. Therefore, no personal summary can be generated from this data.",,,,not found,not found,not found,no,no,no,no
Phicol Williams,Phicol Williams Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Rafael Diaz-Balart,Rafael Diaz-Balart Way,Miami‐Dade,https://en.wikipedia.org/wiki/Rafael_Diaz-Balart,Found,"Rafael Díaz-Balart was a Cuban politician born on April 6, 1926, in Banes, Cuba, and died on September 25, 2005, in Miami, Florida. He was a prominent figure in Cuban politics, serving as a member of the Cuban House of Representatives and later as a leader in the anti-Castro movement after the Cuban Revolution. Díaz-Balart was also known for his role in founding the Cuban Revolutionary Party (Auténtico) and his strong opposition to Fidel Castro’s communist regime. His family, including his brother-in-law Fidel Castro and nephews like Lincoln Díaz-Balart, remained influential in both Cuban and U.S. politics.","['University of Havana, Law Degree']",1926-04-06,2005-09-25,"Banes, Cuba","Miami, Florida, United States",male,no,yes,no,no
Ramon Puig,Ramon Puig Way,Miami‐Dade,https://en.wikipedia.org/wiki/Ramon_Puig,Found,"Ramón Puig was a notable figure whose specific life details are not well-documented in the provided content. No birth or death dates, profession, or major achievements are explicitly mentioned in the available information. The Wikipedia page lacks substantial biographical data, making it difficult to ascertain his historical significance or contributions. Further research would be required to provide a comprehensive summary of his life and work.",,,,not found,not found,male,no,no,no,no
Red Road State Historic,Red Road State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Jorge Comesanas,Rev. Jorge Comesanas Way,Miami‐Dade,https://en.wikipedia.org/wiki/Jorge_Bava,Found,"Jorge Bava is a Uruguayan former professional footballer born on August 2, 1981. He played as a goalkeeper and had a notable career in clubs across Uruguay, Argentina, and Mexico, including stints with Danubio, Boca Juniors, and Dorados de Sinaloa. After retiring as a player, Bava transitioned into coaching, managing teams like Liverpool Montevideo and the Uruguay national under-20 team. His contributions to football earned him recognition both as a player and a manager in South American leagues.",,1981-08-02,,"Melilla, Canelones, Uruguay",not found,male,yes,no,no,no
"Reverend Dr. C.P. Preston, Jr","Reverend Dr. C.P. Preston, Jr. Street",Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Reverend Samuel Atchison,Reverend Samuel Atchison Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Ricardo Karakadze,Ricardo Karakadze Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Rick Ricciardelli,Rick Ricciardelli Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Robert Frost,Robert Frost Highway,Miami‐Dade,https://en.wikipedia.org/wiki/Robert_Frost,Found,"Robert Frost was an American poet born on March 26, 1874, and died on January 29, 1963. He is widely regarded as one of the most celebrated poets in American history, known for his realistic depictions of rural life and command of American colloquial speech. Frost won four Pulitzer Prizes for Poetry and was honored with the Congressional Gold Medal in 1960 for his poetic achievements. His works, including The Road Not Taken and Stopping by Woods on a Snowy Evening, remain iconic in literature and continue to influence modern poetry.","['Dartmouth College (brief attendance, 1892)', 'Harvard University (1897–1899, no degree)']",1874-03-26,1963-01-29,"San Francisco, California, United States","Boston, Massachusetts, United States",male,no,no,no,no
Robert L. Blum,Robert L. Blum Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Roi Henri Christophe,Roi Henri Christophe Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Universit%C3%A9_d%27%C3%89tat_d%27Ha%C3%AFti%2C_Campus_Henri_Christophe_de_Limonade,Found,"The content provided describes the Université d'État d'Haïti, Campus Henri Christophe de Limonade, not an individual person. This campus is part of Haiti's public university system, named after Henri Christophe, a key leader in Haiti's independence and former king. Henri Christophe was born on October 6, 1767, in Grenada and died on October 8, 1820, in Haiti, known for his military leadership and political role in post-revolution Haiti. The campus itself is an educational institution, not a biographical subject.",,,,not found,not found,not found,no,no,no,no
Roy F. Kenzie,Roy F. Kenzie Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Saint Marcellin Champagnat,Saint Marcellin Champagnat Way,Miami‐Dade,https://en.wikipedia.org/wiki/Saint_Marcellin_Champagnat,Found,"Saint Marcellin Champagnat was a French Catholic priest born on May 20, 1789, who became renowned for founding the Marist Brothers, a religious congregation dedicated to education. Ordained in 1816, he focused on providing schooling to underprivileged youth, particularly in rural areas of France. His work laid the foundation for Marist educational institutions worldwide, emphasizing compassion and practical learning. Champagnat died on June 6, 1840, and was later canonized as a saint by the Catholic Church in 1999 for his contributions to education and faith.","['Seminary of Saint-Irénée (Lyon), Theology', 'Minor Seminary of Verrières, Philosophy and Humanities']",1789-05-20,1840-06-06,"Le Rosey, near Marlhes, Loire, France","Saint-Chamond, Loire, France",male,no,no,no,no
Senator Ruben Mendiola,Senator Ruben Mendiola Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Senator Sherman Winn,Senator Sherman Winn Bridge,Miami‐Dade,https://en.wikipedia.org/wiki/Sherman_S._Winn,Found,"Sherman S. Winn was an American figure whose biographical details are sparsely documented in available sources. No specific birth or death dates, notable achievements, or professional roles are widely recorded about him. His historical significance remains unclear due to the lack of comprehensive information. The existing Wikipedia entry provides minimal content, leaving his life and contributions largely undocumented.",,,,not found,not found,male,no,no,no,no
Shawn O'Dare,Shawn O'Dare Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Sidney Alterman,Sidney Alterman Way,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Sigmund Zilber,Sigmund Zilber Memorial Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
South Bayshore Drive Historic,South Bayshore Drive Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
South Miami Avenue Historic,South Miami Avenue Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Steve Mainster,Steve Mainster Memorial Drive,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Steven Cranman,Steven Cranman Boulevard,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Sunny Isles,Sunny Isles Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Sunny_Isles,Found,"This content describes Sunny Isles Beach, a city in Florida, rather than a biographical subject. Founded in 1997 through the merger of five communities, it is known for its coastal location, high-rise developments, and tourism industry. The area has experienced significant population growth, particularly among Russian and Latin American immigrants. Sunny Isles Beach is recognized for its beaches, luxury resorts, and proximity to Miami.",,,,not found,not found,not found,no,no,no,no
Sunset Drive State Historic,Sunset Drive State Historic Highway,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Tanya Martin Oubre Pekel,Tanya Martin Oubre Pekel Street,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
Trooper Robert G. Smith,Trooper Robert G. Smith Bridge,Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
"Victor Hernandez, Sr","Victor Hernandez, Sr. Way",Miami‐Dade,Not Found,Not Found,,,,,,,,,,,
William H. Turner,William H. Turner Memorial Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/William_H._Turner,Found,"The provided content is a disambiguation page for 'William H. Turner,' listing multiple individuals across various professions including artists, politicians, religious figures, scientists, sportspeople, and others. Without specific biographical details, no single person can be summarized here. The page categorizes different people sharing the same name but does not provide birth/death dates, notable achievements, or historical significance for any one individual. Further research on a specific William H. Turner would be required for a detailed biography.",,,,not found,not found,male,no,no,no,no
Willy Chirino,Willy Chirino Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Willy_Chirino,Found,"Willy Chirino is a Cuban-American salsa singer, songwriter, and producer born on April 5, 1947, in Consolación del Sur, Cuba. Known as the 'Architect of Miami Sound,' he pioneered a fusion of salsa, pop, and rock, earning multiple Grammy nominations and Latin Grammy Awards. Chirino fled Cuba in 1961 and later became a prominent figure in the Latin music scene, founding his own record label, LMS Records. His influential career spans over five decades, with hits like 'Soy' and 'Medias Negras,' cementing his legacy in Latin music history.",,1947-04-05,,"Consolación del Sur, Pinar del Río, Cuba",not found,male,no,no,no,yes
Yitzhak Rabin,Yitzhak Rabin Boulevard,Miami‐Dade,https://en.wikipedia.org/wiki/Yitzhak_Rabin,Found,"Yitzhak Rabin was born on March 1, 1922, in Jerusalem, Mandatory Palestine, and was assassinated on November 4, 1995, in Tel Aviv, Israel. He was a prominent Israeli politician, statesman, and general who served twice as the Prime Minister of Israel (1974–1977 and 1992–1995). Rabin played a pivotal role in the Israeli military, rising to Chief of Staff of the Israel Defense Forces (IDF) and leading key operations like the Six-Day War in 1967. His political legacy includes signing the Oslo Accords with Palestine in 1993, for which he was awarded the Nobel Peace Prize, marking a significant step toward Middle East peace efforts.","['Kadoorie Agricultural High School, Israel', 'Military training in Palmach (elite strike force of the Haganah)']",1922-03-01,1995-11-04,"Jerusalem, Mandatory Palestine","Tel Aviv, Israel",male,no,yes,yes,no
Dante B. Fascell,Dante B. Fascell Bridge,Monroe,https://en.wikipedia.org/wiki/Dante_B._Fascell,Found,"Dante Bruno Fascell was an American politician born on March 9, 1917, in Bridgehampton, New York. He served as a Democratic member of the U.S. House of Representatives from Florida for nearly 40 years (1955–1993), becoming one of Florida's longest-serving congressmen. Fascell was known for his work on foreign affairs, including chairing the House Foreign Affairs Committee, and played a key role in shaping U.S. policy during the Cold War. He passed away on November 2, 1998, in Miami, Florida, leaving a legacy as a prominent figure in mid-to-late 20th-century American politics.","['Columbia University, Bachelor of Arts (1938)', 'Columbia Law School, Juris Doctor (1941)']",1917-03-09,1998-11-02,"Bridgehampton, New York, United States","Miami, Florida, United States",male,no,yes,yes,no
Representative Bernie C. Papy,Representative Bernie C. Papy Bridge,Monroe,https://en.wikipedia.org/wiki/Bernie_Papy,Found,"Bernie Papy was a notable figure whose life details remain largely undocumented in available sources. No specific birth or death dates, professions, or notable achievements are widely recorded about him. The lack of comprehensive information makes it difficult to assess his historical significance or contributions. Further research would be required to uncover meaningful biographical details about his life and work.",,,,not found,not found,not found,no,no,no,no
"Whale Harbor Joe Roth, Jr","Whale Harbor Joe Roth, Jr., Bridge",Monroe,Not Found,Not Found,,,,,,,,,,,
Harry S. Truman Overseas,Harry S. Truman Overseas Highway,Multiple Counties,https://en.wikipedia.org/wiki/USS_Harry_S._Truman,Found,"USS Harry S. Truman (CVN-75) is a Nimitz-class nuclear-powered aircraft carrier of the United States Navy, named after the 33rd U.S. President Harry S. Truman. Commissioned on July 25, 1998, it is the eighth of ten Nimitz-class carriers and remains in active service as a key asset for global naval operations. The ship has participated in multiple deployments, including combat missions in Iraq and Afghanistan, as well as humanitarian efforts worldwide. As a symbol of American military power, it plays a critical role in projecting force and maintaining maritime security.",,,,"Newport News, Virginia, United States",not found,not found,no,no,yes,no
Gale Lemerand,Gale Lemerand Drive,Alachua,Not Found,Not Found,,,,,,,,,,,
Marge Pearlson,Marge Pearlson Way,Miami-Dade,https://en.wikipedia.org/wiki/Raymond_Pearlson,Found,"Raymond Pearlson was a notable figure whose biographical details are sparsely documented in available sources. Limited information exists about his birth and death dates, notable achievements, or professional career. His historical significance remains unclear due to the lack of comprehensive records or references. Further research would be required to provide a complete account of his life and contributions.",,,,not found,not found,male,no,no,no,no
Reverend Wilner Maxy,Reverend Wilner Maxy Street,Miami-Dade,Not Found,Not Found,,,,,,,,,,,
Brittan Alexander,Brittan Alexander Bridge,Citrus,https://en.wikipedia.org/wiki/Leon_Brittan,Found,"Leon Brittan was a British politician born on 25 September 1939, who served as a Conservative Member of Parliament (MP) from 1974 to 1988. He held key ministerial roles, including Home Secretary and Secretary of State for Trade and Industry, before resigning in 1986 amid the Westland affair. Later, he became Vice-President of the European Commission, overseeing competition policy and external trade from 1989 to 1999. Brittan died on 21 January 2015 in London, leaving a legacy marked by both political achievements and controversies, including false allegations post-mortem.","[""Haberdashers' Aske's Boys' School, Elstree"", 'Trinity College, Cambridge - BA in Law (First Class Honours)']",1939-09-25,2015-01-21,"London, England, United Kingdom","London, England, United Kingdom",male,no,yes,no,no
Burton R. Quinn,Burton R. Quinn Memorial Highway,Citrus,Not Found,Not Found,,,,,,,,,,,
Franklin Hair,Franklin Hair Bridge,Citrus,https://en.wikipedia.org/wiki/Franklin_Richards_%28character%29,Found,"Franklin Richards is a fictional character appearing in Marvel Comics, created by writer Stan Lee and artist Jack Kirby. First appearing in Fantastic Four Annual #6 (1968), he is the son of Reed Richards (Mr. Fantastic) and Susan Storm (Invisible Woman), born with immense mutant and reality-warping powers. As a child prodigy, Franklin has played pivotal roles in major Marvel storylines, including creating alternate universes like Counter-Earth. His character explores themes of power, responsibility, and the challenges of growing up in a superhuman family.",,,,not found,not found,male,no,no,no,no
Trooper Ronald Gordon Smith,Trooper Ronald Gordon Smith Memorial Bridge,Citrus,Not Found,Not Found,,,,,,,,,,,
Lonnie Coburn,Deputy Lonnie Coburn Memorial Highway,Hernando,Not Found,Not Found,,,,,,,,,,,
Art Pepin,Art Pepin Boulevard,Hillsborough,Not Found,Not Found,,,,,,,,,,,
August A. Busch,"August A. Busch, Jr. Boulevard",Hillsborough,https://en.wikipedia.org/wiki/August_A._Busch,Found,"August A. Busch was a prominent American brewer and businessman born in 1838 in Germany. He immigrated to the United States and became a key figure in the Anheuser-Busch brewing company, co-founding it with his father-in-law, Eberhard Anheuser. Under his leadership, the company expanded significantly, establishing Budweiser as a nationally recognized beer brand. Busch passed away in 1889, leaving a lasting legacy in the American brewing industry.",,1838-01-01,1889-01-01,"Koblenz, Prussia, Germany",not found,male,no,no,no,no
Corporal Michael Joseph Roberts,Corporal Michael Joseph Roberts Memorial Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
Fortune Taylor,Fortune Taylor Bridge,Hillsborough,https://en.wikipedia.org/wiki/Fortune_%28magazine%29,Found,"The content provided is about Fortune magazine, not a biographical subject. Fortune is an American multinational business magazine founded in 1930 by Henry Luce, known for its annual rankings like the Fortune 500 and Fortune Global 500. It covers business news, analysis, and corporate profiles, becoming a key publication in economic journalism. The magazine has expanded globally, including editions like Fortune Indonesia, and remains influential in financial and corporate circles.",,,,not found,not found,not found,no,no,no,no
Ivey Edward Cannon,Ivey Edward Cannon Memorial Bridge,Hillsborough,Not Found,Not Found,,,,,,,,,,,
Sun City Center,Sun City Center Boulevard,Hillsborough,https://en.wikipedia.org/wiki/Sun_City_Center,Found,"Sun City Center is an unincorporated census-designated place located in Hillsborough County, Florida, United States. Established as a retirement community in the 1960s, it is known for its active adult lifestyle and amenities tailored to seniors. The area features golf courses, recreational facilities, and organized social activities, attracting retirees from across the country. It has grown into a well-known community with a population primarily aged 55 and older.",,,,not found,not found,not found,no,no,no,no
Trooper Kenneth E. Flynt,Trooper Kenneth E. Flynt Highway,Hillsborough,Not Found,Not Found,,,,,,,,,,,
W. Howard Frankland,W. Howard Frankland Bridge,Hillsborough,Not Found,Not Found,,,,,,,,,,,
W. T. Williams,W. T. Williams Bridge,Hillsborough,https://en.wikipedia.org/wiki/W._T._Williams,Found,"W. T. Williams was a notable figure whose specific birth and death dates are not provided in the available content. Known for contributions in research, his work likely impacted academic or scientific fields, though exact achievements remain unspecified. The details of his profession suggest a focus on scholarly or technical pursuits, possibly within an institutional or academic setting. His historical significance is tied to his research and other activities, though broader public recognition appears limited based on the provided information.",,,,not found,not found,male,no,no,no,no
John C. Mecklenburg,"Deputy John C. Mecklenburg Memorial Highway
",Multiple Counties,https://en.wikipedia.org/wiki/John_I%2C_Lord_of_Mecklenburg,Found,"John I, Lord of Mecklenburg was a medieval nobleman born around 1211 and died in 1264. He ruled as Lord of Mecklenburg from 1227 until his death, consolidating power during a period of regional instability. Known for his political and military leadership, he expanded his territory and strengthened the influence of the House of Mecklenburg. His reign marked a significant phase in the development of the Mecklenburg region in northern Germany.",,1211-01-01,1264-01-01,not found,not found,male,no,yes,yes,no
Paul S. Buchman,Paul S. Buchman Highway,Multiple Counties,Not Found,Not Found,,,,,,,,,,,
