OBJECTID,COUNTY,COUNTY_ID,DESIGNATIO,DESCRIPTIO,HWY_NAME,BILL,DEDICATED,EFFECTIVE_,District,Local_Name,BILL_URL,CreationDa,Creator,EditDate,Editor,MemId,Shape_Leng,LOCAL_RES,GlobalID,Shape__Length,BILL_DESCRIPTION,BILL_YEAR,wikipedia_url_sam,Does_Sam_Think_is_real,dob_sam,status,match_confidence,validated,validation_notes,summary,education,dod_sam,place_of_birth,place_of_death,gender_sam,involved_in_sports,involved_in_politics,involved_in_military,involved_in_music,Matched Name,dept_url,url,name,age,tour,badge,cause,weapon,incident_description,bio_section_raw,incident_details_raw,Clean_Name,Primary Occupation,Race,Sex,Birth Date,Death Date,Wikipedia Link,Noah_Thinks_is_Real
1438,Miami‐Dade,87.0,Le Jeune State Historic Road,"That portion of Le Jeune Road within the city limits of the City of Coral Gables and the City of Miami and between U.S. Highway 1 and Cartagena Plaza is designated as the ""Le Jeune State Historic Road.""",,HB 325,2002/05/01 05:00:00+00,2002.0,6.0,S.W. 42nd Avenue,,,,,,754.0,,0.0,dfbd8fc1-0d8b-4cf0-99d8-ea7d8ae6e7fb,10880.0507842707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Jeune,,,,,,https://commons.wikimedia.org/wiki/Category:Le_Jeune_(surname),False
1445,Miami‐Dade,87.0,Maestro Luis Casas Romero Way,"That portion of S.R. 968, or Flagler Street, which lies between 14th Avenue S.W. and 16th Avenue S.W. in the City of Miami, is designated as ""Maestro Luis Casas Romero Way.""",,SB 26,1996/05/07 05:00:00+00,1996.0,6.0,Flagler Street,,,,,,761.0,,0.0,406e0200-d2df-4690-99e2-1b1ae1808200,372.770613928622,S.W. 22nd Avenue between Kirk Street and Tigertail Avenue in Miami-Dade County as “Mama Elsa Street.,2023.0,https://en.wikipedia.org/wiki/Curro_Romero,no,1933-12-01,Found,35.7,True,seq=9.7; human:+40; fl-miss:-10; county-miss:-8,"Curro Romero was a legendary Spanish bullfighter born on December 1, 1933, in Camas, Spain. Known for his elegant and artistic style in the bullring, he became one of the most celebrated matadors of the 20th century, achieving fame during the 1960s and 1970s. His career spanned several decades, earning him a reputation as a master of the faena (bullfighting performance) and a cultural icon in Spain. Romero passed away on May 13, 2024, leaving behind a lasting legacy in the world of bullfighting.",,2024-05-13,"Camas, Andalusia, Spain",not found,male,yes,no,no,no,,,,,,,,,,,,,,,,,,,,
1447,Miami‐Dade,87.0,Manolo Reyes Way,"That portion of S.W. 3rd Avenue from 26th Road to 27th Road in Miami is designated as ""Manolo Reyes Way.""",,CS/SB 1392,1994/04/08 05:00:00+00,1994.0,6.0,S.W. 3rd Avenue,,,,,,763.0,,0.0,94ff29b6-b725-48c1-b438-889bd4dfe5f6,115.998816834453,,,https://en.wikipedia.org/wiki/Manolo_Reyes,yes,1956-11-19,Found,67.0,True,seq=20.0; human:+40; fl:+10; county-miss:-8; us:+5,"Manolo Reyes was a Spanish actor and comedian born on November 19, 1956, in Madrid, Spain. He gained fame for his roles in Spanish television and film, particularly in comedic productions during the 1980s and 1990s. Reyes was part of the iconic Spanish comedy group Martes y Trece alongside Millán Salcedo and José Luis López Vázquez. He passed away on June 1, 2023, leaving behind a legacy as one of Spain’s beloved comedic actors.",,2023-06-01,"Madrid, Spain","Madrid, Spain",male,no,no,no,no,,,,,,,,,,,,,Manolo Reyes,journalist,,male,1924-07-29,2008-01-03,https://en.wikipedia.org/wiki/Manolo_Reyes,True
1449,Miami‐Dade,87.0,Manuel Capo Way,"That portion of S.W. 88th Street between S.W. 137th Avenue and S.W. 142nd Avenue in Miami-Dade County is designated as ""Manuel Capo Way.""",,HB 5,2010/07/01 05:00:00+00,2010.0,6.0,S.W. 88th Street,,,,,,765.0,,1.0,070c026e-7310-475f-a046-6f963bea7b7b,933.387977255202,,,https://en.wikipedia.org/wiki/Carlos_Lehder,no,1949-09-07,Found,47.0,True,seq=5.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Carlos Lehder was born on September 7, 1949, in Armenia, Colombia, and became one of the most notorious drug traffickers of the Medellín Cartel. He co-founded the cartel alongside Pablo Escobar and played a pivotal role in smuggling cocaine into the United States during the 1970s and 1980s. Lehder was captured in 1987, extradited to the U.S., and sentenced to life imprisonment, though his sentence was later reduced. His criminal empire and extravagant lifestyle made him a key figure in the global drug trade during the late 20th century.",,,"Armenia, Quindío, Colombia",not found,male,no,no,no,no,,,,,,,,,,,,,,,,,,,,
1451,Miami‐Dade,87.0,Marjory Stoneman Douglas Sunset Drive,"That portion of S.W. 72nd Street from S.W. 42nd Avenue to S.W. 157th Avenue in Miami-Dade County is desiganted as ""Marjory Stoneman Douglas Sunset Drive.""",,SB 1156,1996/05/07 05:00:00+00,1996.0,6.0,S.W. 72nd Street,,,,,,767.0,,0.0,f064b017-638b-4df3-9b9c-967261df8e17,20654.5929542641,,,https://en.wikipedia.org/wiki/Karamo_Brown,no,1980-11-02,Found,47.0,True,seq=5.6; last-mismatch:-4; human:+40; fl:+10; county-miss:-8; us:+5,"Karamo Brown is an American television host, reality TV personality, and activist born on November 2, 1980. He is best known as the culture expert on the Netflix reboot of Queer Eye, which earned him widespread recognition and acclaim. Brown began his career in social work and media, appearing on MTV’s The Real World: Philadelphia in 2004 before transitioning into advocacy and entertainment. His work spans television, activism for LGBTQ+ rights, and mental health awareness, making him a prominent cultural figure in modern media.","['Florida A&M University', ""Bachelor's degree in Psychology"", 'University of Southern California', ""Master's degree in Social Work""]",,"Houston, Texas, United States of America",not found,male,no,yes,no,no,,,,,,,,,,,,,Marjory Stoneman Douglas,journalist,,female,1890-04-07,1998-05-14,https://en.wikipedia.org/wiki/Marjory_Stoneman_Douglas,True
1452,Miami‐Dade,87.0,Marlins Expressway,"The Gratigny Parkway (S.R. 924) is designated as the ""Marlins Expressway.""",,CS/SB 1014,1998/05/22 05:00:00+00,1998.0,6.0,Gratigny Parkway,,,,,,768.0,,0.0,42cd9d9c-bca7-4324-9875-d4b1b931cfdd,16155.4589709922,That portion of Northeast Sixth Avenue between Northeast 113th and 121st Street in Miami-Dade County is designated as “Biscayne Park Way.,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlins,,,,,,https://en.wikipedia.org/wiki/Miami_Marlins,True
1454,Miami‐Dade,87.0,Mary Ellen Miller Way,"That portion of Hialeah Drive between Okeechobee Road and LeJeune Road in Miami-Dade County is designated as ""Mary Ellen Miller Way.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008.0,6.0,Hialeah Drive,,,,,,770.0,,0.0,d5ea1319-83e8-45b0-b8a7-8fefccb0bf8e,1682.40164566209,,,Not Found,no,,Not Found,18.2,False,seq=12.2; fl:+10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Miami‐Dade,87.0,Mayor General Ignacio Agramonte y Loynaz Roadway,"That portion of West Flagler Street from S.W. 27th Avenue to S.W. 42nd Avenue is designated as the ""Mayor General Ignacio Agramonte y Loynaz Roadway.""",,CS/HB 75,1994/03/28 05:00:00+00,1994.0,6.0,West Flagler Street,,,,,,772.0,,0.0,c36d4ccb-4434-44b2-9f95-6cd472670cf9,2735.72798010432,R. 423/John Young Parkway and C.R. 526/Crystal Lake Drive in Orange County is designated as “Bessie Coleman Street.,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,Miami‐Dade,87.0,Natan R. Rok Boulevard,"That portion of East Flagler Street from North Miami Avenue to N.E. 2nd Avenue in Miami, Florida, is designated as ""Natan R. Rok Boulevard.""",,CS/HB 55,1990/06/22 05:00:00+00,1990.0,6.0,East Flagler Street,,,,,,779.0,,0.0,781b4755-57d1-4e54-998b-9c35d4d62fd4,371.448826697106,R. 423/John Young Parkway and C.R. 526/Crystal Lake Drive in Orange County is designated as “Bessie Coleman Street.,2014.0,Not Found,no,,Not Found,0.0,False,seq=1.9; last-mismatch:-4; fl-miss:-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Miami‐Dade,87.0,Orange Bowl Way,"That portion of N.W. 77th Court in Miami Lakes is designated as ""Orange Bowl Way.""",,HB 5,2010/07/01 05:00:00+00,2010.0,6.0,N.W. 77th Court,,,,,,784.0,,1.0,78263f73-35fd-4211-842d-544657fa298b,4170.47504771866,,,https://en.wikipedia.org/wiki/Anita_Bryant,no,1940-03-25,Found,43.0,True,seq=7.0; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"Anita Bryant was an American singer, beauty pageant winner, and conservative activist born on March 25, 1940. She rose to fame in the 1950s–1960s as a pop singer and commercial spokesperson, notably for the Florida Citrus Commission. Bryant became a polarizing figure in the 1970s for her high-profile anti-gay rights campaign, which led to both victories and backlash. She passed away on June 23, 2024, leaving behind a complex legacy tied to her music career and political activism.",,2024-06-23,"Barnsdall, Oklahoma, United States",not found,female,no,yes,no,yes,,,,,,,,,,,,,Orange Bowl,,,,,,https://en.wikipedia.org/wiki/Orange_Bowl,True
1473,Miami‐Dade,87.0,Pinecrest Parkway,"That portion of S.R. 5 (South Dixie Highway) within the municipal limits of the Village of Pinecrest in Miami-Dade County is designated as the ""Pinecrest Parkway.""",,CS/SB 82,1999/06/11 05:00:00+00,1999.0,6.0,South Dixie Highway,,,,,,789.0,,0.0,93044f80-92b4-4dc4-9c6e-a676c64ce9d0,6801.64291697193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pinecrest,,,,,,"https://en.wikipedia.org/wiki/Pinecrest,_Florida",True
1475,Miami‐Dade,87.0,Rafael Diaz-Balart Way,"That portion of LeJeune Road between East 65th Street and Okeechobee Road in the City of Hialeah in Miami-Dade County is designated as ""Rafael Diaz-Balart Way.""",,CS/SB 1604,2008/07/01 05:00:00+00,2008.0,6.0,LeJeune Rd/SE 8th Ave,,,,,,791.0,,0.0,0cb28c23-6482-43ab-8f3e-967299666e7e,8807.98263547005,,,https://en.wikipedia.org/wiki/Mario_D%C3%ADaz-Balart,no,1961-09-25,Found,64.7,True,seq=13.7; human:+40; fl:+10; county-miss:-8; us:+5,"Mario Díaz-Balart is a Cuban-American politician born on September 25, 1961, in Fort Lauderdale, Florida. He has served as a U.S. Representative for Florida's 25th (2003–2011) and 26th (2013–present) congressional districts, known for his conservative stance and advocacy on Cuban-American issues. Prior to his federal career, he was a member of the Florida House of Representatives (1988–1992) and the Florida Senate (1992–2000). Díaz-Balart remains an influential figure in U.S. politics, particularly in foreign policy debates concerning Latin America and Cuba.","['University of South Florida, Bachelor of Arts (Political Science)', 'Florida International University, Master of Public Administration']",,"Fort Lauderdale, Florida, United States",not found,male,no,yes,no,no,,,,,,,,,,,,,Rafael Diaz-Balart,politician,,male,1926-01-17,2005-05-06,https://en.wikipedia.org/wiki/Rafael_D%C3%ADaz-Balart,True
1484,Miami‐Dade,87.0,Ricardo Karakadze Street,"The portion of 104th Street between U.S. 1 and 97th Avenue is designated as the ""Ricardo Karakadze Street.""",,HB 385,2005/07/01 05:00:00+00,2005.0,6.0,104th Street,,,,,,800.0,,0.0,cf10d4da-5991-4241-bccf-f5564a77fdbb,3478.98545660392,,,Not Found,no,,Not Found,0.0,False,no-candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,Miami‐Dade,87.0,S.W. 62nd Avenue Historic Highway,"That portion of S.W. 62nd Avenue between S.W. 8th Street and Coral Way (S.W. 24th Street) is designated as ""S.W. 62nd Avenue Historic Highway.""",,CS/SB 512,1993/04/01 05:00:00+00,1993.0,6.0,S.W. 62nd Avenue,,,,,,810.0,,0.0,ca70c720-44bf-4489-8661-6d036b1ad6e0,1892.034857148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Miami‐Dade,87.0,Shawn O'Dare Way,"That portion of N.W. 167th Street between N.W. 57th Avenue and N.W. 67th Avenue in the Town of Miami Lakes in Miami-Dade County is designated as ""Shawn O'Dare Way.""",,HB 385,2005/07/01 05:00:00+00,2005.0,6.0,N.W. 167th Street,,,,,,814.0,,0.0,45741968-85d4-4824-96f1-d4aa5ad2bc1f,1767.65418838938,,,Not Found,no,,Not Found,0.0,False,seq=3.4; last-mismatch:-4; fl-miss:-10; county-miss:-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,Miami‐Dade,87.0,Sidney Alterman Way,"That portion of N.W. 42nd Avenue in Miami-Dade County, from N.W. 119th Street to N.W. 135th Street is designated as ""Sidney Alterman Way.""",,HB 9,2004/05/13 05:00:00+00,2004.0,6.0,N.W. 42nd Avenue,,,,,,816.0,,0.0,bfe98497-00c0-4a2a-b658-734cd043f977,1824.8125763737,,,https://en.wikipedia.org/wiki/Ezra_Klein,no,1984-05-09,Found,27.0,True,seq=3.2; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Ezra Klein is an American journalist, political commentator, and media entrepreneur born on May 9, 1984. He is best known for co-founding Vox in 2014, a news website focused on explanatory journalism, and hosting The Ezra Klein Show, a popular podcast. Klein previously worked at The Washington Post and The American Prospect, where he gained prominence for his coverage of health care policy and progressive politics. His work has significantly influenced digital media and political discourse in the United States.","['University of California, Los Angeles (UCLA), BA in Political Science', 'University of California, Berkeley, Graduate studies (unfinished)']",,"Irvine, California, United States",not found,male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1503,Miami‐Dade,87.0,South Bayshore Drive Historic Highway,"That portion of South Bayshore Drive from Aviation Avenue to Halissee Street is designated as ""South Bayshore Drive Historic Highway.""",,HB 1116,1977/06/20 05:00:00+00,1977.0,6.0,South Bayshore Drive,,,,,,819.0,,0.0,7abada5b-6fc6-47c5-ae4b-b3ed91eb1d65,2040.58157083406,,,Not Found,no,,Not Found,7.5,False,seq=6.5; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Miami‐Dade,87.0,South Miami Avenue Historic Highway,"That portion of South Miami Avenue from Halissee Street to Simpson Park at S.E. 15th Road is designated as ""South Miami Avenue Historic Highway.""",,HB 1116,1977/06/20 05:00:00+00,1977.0,6.0,South Miami Avenue,,,,,,820.0,,0.0,de9af595-bd73-45a1-b486-fbf8cd98ecae,3405.55733190594,,,Not Found,no,,Not Found,21.8,False,seq=12.8; last-mismatch:-4; fl:+10; county-miss:-8; us:+5,,,,,,,,,,,,,,,,,,,,,,,South Miami Avenue,,,,,,https://en.wikipedia.org/wiki/Miami_Avenue,True
1509,Miami‐Dade,87.0,Tanya Martin Oubre Pekel Street,"That portion of S.R. 932/N.E. 103rd Street between N.W. 3rd Avenue and N.E. 6th Avenue in Miami-Dade County is designated as ""Tanya Martin Oubre Pekel Street.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012.0,6.0,N.E. 103rd Street,,,,,,825.0,,1.0,3bb599d9-6006-45b1-8e39-220e4709b1a2,677.044248199066,,,Not Found,no,,Not Found,0.0,False,no-candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Broward,86.0,Patricia Angella Barrett Lewis and Charlton Pernell Lewis Avenue,"That portion of N.W. 133rd Avenue between N.W. 11th Street and N.W. 12th Street in Broward County is designated as ""Patricia Angella Barrett Lewis and Charlton Pernell Lewis Avenue.""",,CS/SB 382,2018/07/01 05:00:00+00,2018.0,4.0,N.W. 133rd Avenue,,,,,,841.0,,0.0,7fe1cce4-8578-4def-8f49-867048035e52,282.89990772917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Orange,75.0,Elias 'Rico' Piccard Memorial Overpass,"The pedestrian bridge over S.R. 436/Semoran Boulevard at Abercorn Drive in Orange County is designated as ""Elias 'Rico' Piccard Memorial Overpass.""",SR-436,CS/SB 382,2018/07/01 05:00:00+00,2018.0,5.0,Semoran Boulevard,,,,,,842.0,,0.0,98e62292-f242-4786-89c3-69db72857b4b,58.0182143181701,W. 56th Avenue in Broward County is designated as “Pembroke Park Boulevard.,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Miami-Dade,87.0,Marge Pearlson Way,"That portion of S.W. 129th Terrace between East 67th Avenue and 64th Avenue in Miami-Dade County is designated as ""Marge Pearlson Way.""",,HB 385,2005/07/01 05:00:00+00,2005.0,6.0,S.W. 129th Terrace,,,,,,843.0,,0.0,bf7ef36c-148a-4abd-b536-683046316a7f,362.273084513652,,,Not Found,no,,Not Found,4.3,False,seq=13.3; human:+40; fl-miss:-10; county-miss:-8; us:+5; nobility:-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Miami-Dade,87.0,Reverend Wilner Maxy Street,"That portion of N.E. 73rd Street between N.E. 2nd Avenue and N.E. 3rd Court in Miami-Dade County is designated as ""Reverend Wilner Maxy Street.""",,CS/CS/SB 368,2017/07/01 05:00:00+00,2017.0,6.0,N.E. 73rd Street,,,,,,844.0,,1.0,e5cf0d1a-53c0-4b2a-9fd1-a4ddc5c59417,302.804941414241,,,Not Found,no,,Not Found,0.0,False,no-candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Citrus,2.0,Franklin Hair Bridge,"The bridge on C.R. 470 in Citrus County between the City of Inverness and Gospel Island is designated as the ""Franklin Hair Bridge.""",,SB 1327,1955/06/23 05:00:00+00,1955.0,7.0,E. Vine Street,,,,,,847.0,,0.0,9556a478-50a4-4532-8997-e337235b5fc1,57.1430873287708,W. 27th Avenue and N.W. 25th Avenue in Miami-Dade County is designated as “Margaret Haines Street.,2012.0,Not Found,no,,Not Found,19.7,False,seq=7.7; last-mismatch:-4; fl:+10; county:+8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Citrus,2.0,Trooper Ronald Gordon Smith Memorial Bridge,"The bridge on U.S. Highway 19/98 in Citrus County at the Cross Florida Base Canal is designated as ""Trooper Ronald Gordon Smith Memorial Bridge.""",US-19,CS/CS/HB 29,2010/07/01 05:00:00+00,2010.0,7.0,N. Suncoast Boulevard,,,,,,848.0,,0.0,c76a4cf2-f23e-43d6-9513-6fdeca814403,258.566444941292,S.R. 948/NW 36th Street between NW South River Drive and Curtiss Parkway/NW 57th Avenue in Miami-Dade County is designated as “Miami Springs Boulevard.,2014.0,https://en.wikipedia.org/wiki/James_W._Hutchins,no,1852-01-01,Found,42.0,True,seq=2.7; last-mismatch:-4; human:+40; le:+15; fl-miss:-10; county-miss:-8; us:+5,"James W. Hutchins was an American military officer and educator born in 1852. He is best known for his role as the first superintendent of the Virginia Agricultural and Mechanical College (now Virginia Tech), serving from 1872 to 1880. Hutchins played a pivotal part in establishing the college's early academic and military programs during its formative years. He died in 1903, leaving a legacy in military education and institutional leadership.","[""Virginia Military Institute, Bachelor's Degree"", 'United States Military Academy (West Point), partial attendance']",1903-01-01,not found,not found,male,no,no,yes,no,Trooper Ronald Gordon Smith,https://www.odmp.org/agency/1281-florida-highway-patrol-florida,https://www.odmp.org/officer/12484-trooper-ronald-gordon-smith,Trooper Ronald Gordon Smith,28.0,"4 years, 3 months",Not available,Gunfire,Handgun; .22 caliber,"RONALD GORDON SMITH Trooper Ronald Smith was shot and killed while checking on two suspicious men parked on a dirt road east of U.S. 19, three miles north of Crystal River in Citrus County. One of the men, age 23, shot Trooper Smith four times. The subjects attempted to flee, but two nearby hunters shot and wounded one of them and then captured both. One suspect was an escapee from an Oklahoma prison, and the other was a parolee. The shooter was convicted of first-degree murder and sentenced to death. In 1989 his sentence was commuted to life. As of November 20, 2020, he was still in a Florida Prison. His companion was sentenced to two years for accessory to murder. Trooper Smith was a U.S. Marine Corps veteran. He had served with the Florida Highway Patrol for three months and had previously served with the Tallahassee Police Department. He was survived by his wife and 2-year-old daughter. His father retired from the Tallahassee Police Department.","BIO Age 28 Tour 4 years, 3 months Badge Not available Military Veteran INCIDENT DETAILS Cause Gunfire Weapon Handgun; .22 caliber Offender Sentenced commuted to life Convicted Felon, Escapee, Parolee, Suspicious Vehicle Powered by Esri Zoom In Zoom Out Expand LODD Mapping FAQs",INCIDENT DETAILS Cause Gunfire Weapon Handgun; .22 caliber Offender Sentenced commuted to life,,,,,,,,
1533,Hernando,8.0,Deputy Lonnie Coburn Memorial Highway,"That easterly portion of S.R. 50 within Hernando County to U.S. 301 is designated as the ""Deputy Lonnie Coburn Memorial Highway.""",SR-50,CS/SB 1014,1998/05/22 05:00:00+00,1998.0,7.0,,,,,,,849.0,,0.0,0555f7e1-587f-4026-8c81-8f6d6f8fd929,9098.02127988634,,,Not Found,no,,Not Found,0.0,False,seq=4.3; last-mismatch:-4; le:+15; fl:+10; county-miss:-8; us:+5; roman:-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Hillsborough,10.0,Art Pepin Boulevard,"That portion of 56th Street between Fletcher Avenue and Dr. Martin Luther King Boulevard in Hillsborough County is designated as ""Art Pepin Boulevard.""",,HB 385,2005/07/01 05:00:00+00,2005.0,7.0,56th Street,,,,,,851.0,,0.0,29e2c16b-8934-473f-bc0d-79492cf9f7f9,11480.164007165,,,https://en.wikipedia.org/wiki/Ernesto_Padilla,no,1936-01-01,Found,29.3,True,seq=8.3; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Ernesto Padilla was a Cuban-American cigar manufacturer and entrepreneur born in 1936. He founded the Padilla Cigar Company, known for producing premium hand-rolled cigars that gained international recognition. His contributions to the cigar industry earned him a reputation as a key figure in reviving and modernizing cigar production in the late 20th century. Padilla passed away in 2014, leaving behind a legacy in the tobacco industry.",,2014-01-01,Cuba,not found,male,no,no,no,no,,,,,,,,,,,,,,,,,,,,
1537,Hillsborough,10.0,Blue Star Memorial Highway,"That portion of S.R. 674 between U.S. Highway 301/S.R. 43 and I-75/S.R. 93A in Hillsborough County is designated as ""Blue Star Memorial Highway.""",SR-674,HB 5,2010/07/01 05:00:00+00,2010.0,7.0,Sun City Center Boulevard,,,,,,853.0,,0.0,346bc82f-f0d5-4e65-b385-d75d701d84d3,6001.78196040809,E. 105th Street in Miami Shores Village in Miami-Dade County is designated as “Hugh Anderson Boulevard.,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Star,,,,,,https://pl.wikipedia.org/wiki/Blue_Star,True
1541,Hillsborough,10.0,Gonzmart Memorial Road,"That portion of C.R. 574/7th Avenue between N. 20th Street and 22nd Street in Hillsborough County is designated as ""Gonzmart Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018.0,7.0,7th Avenue,,,,,,857.0,,0.0,5c21f853-367f-45ad-9c29-2a0782dcb6a9,223.555621097632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Hillsborough,10.0,Ivey Edward Cannon Memorial Bridge,"Bridge Numbers 100646 and 100647 on Paul S. Buchman Highway/S.R. 39 between County Line Road and Half Mile Road in Hillsborough County is designated as ""Ivey Edward Cannon Memorial Bridge.""",,CS/HB 7039,2012/07/01 05:00:00+00,2012.0,7.0,Paul S. Buchman Highway,,,,,,858.0,,0.0,676623c4-8603-4828-b66e-81094ae21cff,124.937733223398,,,https://en.wikipedia.org/wiki/John_Rutherford_%28Florida_politician%29,no,1952-09-02,Found,42.0,True,seq=3.6; last-mismatch:-4; human:+40; fl:+10; county-miss:-8,"John Rutherford is an American politician born on September 2, 1952, in Omaha, Nebraska. He served as the Sheriff of Duval County, Florida, from 2003 to 2015 before transitioning to national politics. Rutherford was elected to the U.S. House of Representatives in 2016, representing Florida's 4th congressional district as a member of the Republican Party. Known for his law enforcement background, he has focused on issues like border security, criminal justice reform, and veterans' affairs during his tenure in Congress.","['Florida State College at Jacksonville', ""Bachelor's degree in Business Administration, Florida State University"", ""Master's degree in Management, Webster University""]",,"Omaha, Nebraska, United States",not found,male,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1544,Hillsborough,10.0,Jim Holmes Memorial Road,"That portion of N. MacDill Avenue between W. Woodlawn Avenue and S.R. 574 in Hillsborough County is designated as ""Jim Holmes Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018.0,7.0,North MacDill Avenue,,,,,,860.0,,0.0,772e9211-e2aa-4f95-a5f9-e507b87c8ef0,641.288844533917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Holmes,association football player,,male,1955-12-08,,https://en.wikipedia.org/wiki/Jim_Holmes_(footballer),False
1546,Hillsborough,10.0,Licata Bridge,"The 22nd Street Causeway Bridge, located in Hillsborough County, Florida, is designated as the ""Licata Bridge.""",,SB 296,1975/06/23 05:00:00+00,1975.0,7.0,22nd Street,,,,,,862.0,,0.0,b966dd58-fbdb-49b0-a6fd-3a34633f7b8a,563.858686038719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Licata,,,,,,https://en.wikipedia.org/wiki/Licata,False
1569,Pinellas,15.0,Command Sergeant Major Gary Lee Littrell Medal of Honor Causeway and Bridge,"That portion of S.R. 682 (Pinellas Bayway) from S.R. 699 (Gulf Boulevard) to U.S. 19 in Pinellas County is designated as ""Command Sergeant Major Gary Lee Littrell Medal of Honor Causeway and Bridge.""",,HB 5,2010/07/01 05:00:00+00,2010.0,7.0,Pinellas Bayway,,,,,,885.0,,0.0,80f1a728-3a3c-47ef-bf6a-02676b3de237,6769.71046088408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Pinellas,15.0,"William Ennels Dean, Jr., Bridge","The main channelspan of the Sunshine Skyway is designated as the ""William Ennels Dean, Jr., Bridge.""",,HB 4646,1970/07/01 05:00:00+00,1970.0,7.0,Sunshine Skyway,,,,,,895.0,,0.0,3ebb8ccf-a5c7-423f-bc41-2bbd9cd63d75,7545.96049299301,,,https://en.wikipedia.org/wiki/Rosa_Parks,no,1913-02-04,Found,27.0,True,seq=3.6; last-mismatch:-4; human:+40; fl-miss:-10; county-miss:-8; us:+5,"Rosa Parks was born on February 4, 1913, and died on October 24, 2005. She was an African American civil rights activist best known for her pivotal role in the Montgomery Bus Boycott after refusing to give up her seat to a white passenger in 1955. Her act of defiance became a symbol of resistance against racial segregation and sparked a nationwide movement. Parks is often referred to as the 'Mother of the Civil Rights Movement' for her lifelong dedication to justice and equality.","['Alabama State Teachers College for Negroes (now Alabama State University), high school diploma', 'Highlander Folk School (now Highlander Research and Education Center), civil rights training']",2005-10-24,"Tuskegee, Alabama, United States","Detroit, Michigan, United States",female,no,yes,no,no,,,,,,,,,,,,,,,,,,,,
1581,Hillsborough,10.0,Nick Capitano Memorial Road,"That portion of E. 9th Avenue between N. 13th Street and N. 14th Street in Hillsborough County is designated as ""Nick Capitano Memorial Road.""",,CS/SB 382,2018/07/01 05:00:00+00,2018.0,7.0,E. 9th Avenue,,,,,,897.0,,0.0,871c202e-6872-436e-8f36-2b1dd312ecba,128.708336759171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Pinellas,15.0,Deputy Michael J. Magli Memorial Road,"That portion of C.R. 611/E. Lake Road between Forelock Road and Keystone Road in Pinellas County is designated as ""Deputy Michael J. Magli Memorial Road.""",,SB 1716,2021/07/01 05:00:00+00,2021.0,7.0,E. Lake Road,,,,,,900.0,,0.0,7599904c-9b7e-4dfa-8fac-ab5eedb7bd40,1393.52176382904,"That portion of U.S. Highway 1, also known as State Road 5, between S.",2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
