OBJECTID,MEMORIAL_N,DESCRIPTIO,YEAR,INCIDENT_YEAR,COUNTY,HIGHWAY,MAINTENANCE_DISTRICT,NAME,LOCATION,TITLE_69_STATUTE,LAW_COMMISSION_ITEM,HISTORICAL_NOTES,WORKING_DETAILS,NEVER_FORGOTTEN,MEMORIAL_CATEGORY,LAST_EDITED_USER,LAST_EDITED_DATE,HISTORICAL_NOTES_2,YORN,HISTORICAL_NOTES_3,HISTORICAL_NOTES_4,Shape__Length
1291,MSgt. JW Easterling Memorial Highway,The section of State Highway 30 beginning just north of the intersection of E 1060 Road extending north to the intersection of State Highway 47 in Roger Mills County,2023,,Roger Mills,SH-30,5,MSGT JW Easterling Memorial Highway,The section of State Highway 30 beginning just north of the intersection of E 1060 Road extending north to the intersection of State Highway 47 in Roger Mills County.,1698.408,"Laws 2023, HB 2416, c. 237, § 11, eff. November 1, 2023 Commission Item (q), 9-11-2023","To honor and show appreciation for MSGT JW Easterling, who served in the U.S. Air Force. During his service, he received numerous commendations and medals, including the Air Force Commendation Award, Vietnam Service Award, National Defense Service, and ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"Air Force Good Conduct Award, among others. ",1,,,0.145020097960788
1292,Marshal George Wilson Reddick Memorial Highway,The section of U.S. Highway 60 beginning at the intersection of U.S. Highway 283 extending three (3) miles westerly through the town of Arnett to the intersection of S. Road 1790 in Ellis County,2023,,Ellis,US-60,6,Marshal George Wilson Reddick Memorial Highway,The section of U.S. Highway 60 beginning at the intersection of U.S. Highway 283 extending 3 miles westerly through the town of Arnett to the intersection of S. Road 1790 in Ellis County.,1698.411,"Laws 2023, HB 2416, c. 237, § 14, eff. November 1, 2023 Commission Item (r) 9-11-2023","To honor Arnett City Marshal Reddick, who was killed on December 13, 1932, as he was in the process of apprehending two suspects who had just tried to rob a gas station. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.053673805827433
1293,Gold Star Families Memorial Highway,The section of U.S. Highway 277 on the west side of the H.E. Bailey Turnpike and extending west to the intersection of U.S. Highway 62 in Comanche County,2019,,Comanche,US-277,7,Gold Star Families Memorial Highway ,The section of US-277 beginning on the west side of the H.E. Bailey Turnpike extending west to the intersection of US Highway 62 in Comanche County shall be designated as the Gold Star Familities Memorial Highway.,1698.414," (This was inadvertently removed from statute in HB 4105. This was reinstated in HB 2416 Nov. 1, 2023) (This memorial originated in SB641 Effective 11/1/2019 Item 123, 9-03-2019  Sen. John Montgomery)House Bill 2416 Eff. November 1, 2023 ",Represents family members of all military members who were  KIA. ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0829388534174331
1294,Thelma “Chincie” Ross WWII Chickasaw Code Talker Memorial Highway,The section of State Highway 37 beginning one (1) mile west of the intersection of State Highway 92 extending east through the town of Tuttle two and one-half (2 1/2) miles in Grady County,2019,,Grady,SH-37,7,Thelma ""Chincie"" Ross WWII Chickasaw Code Talker Memorial Highway,The section of State Highway 37 beginning one (1) mile west of the intersection of State Highway 92 extending east 2 1/2 miles through the town Tuttle in Grady County. ,1698.305,"Senate Bill 641 Eff. November 1, 2019 Commission Item 123, 9-03-2019 Rep. Brian Hill",,Department of Tourism to pay cost of signs and ODOT to select location of signs in accordance with uniform signing code.,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0471860306494387
1295,"First MCPON Delbert D. Black, US Navy, Memorial Highway",The section of Interstate 35 beginning on the south side of the State Highway 32 interchange extending north approximately seven (7) miles to the north side of the Oswalt Road interchange in Love County,2023,,Love,I-35,7,"First MCPON Delbert D. Black, US Navy, Memorial Highway",The section of Interstate 35 beginning on the south side of the State Highway 32 interchange extending north approximately 7 miles to the north side of the Oswalt Road interchange in Love County.,1698.422,"Laws 2023, SB 300, c. 273, § 2, eff. November 1, 2023 Commission Item (y), 9-11-2023","Born in Love County in 1922, Delbert D. Black was the first Master Chief Petty Officer of the Navy (MCPON). MCPON Black helped improve the quality of life for Sailors and their families by laying the groundwork for programs and policies that his ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,successors would implement for the next 50 years.,1,,,0.0973189537817306
1296,Bataan Death March Survivor Elmer “Red” Vanover Memorial Highway,The section of U.S. Highway 60 just east of the Will Rogers Turnpike entrance in Vinita extending easterly to the intersection of State Highway 82 south in Craig County,2023,,Craig,US 60,8,Bataan Death March Survivor Elmer ""Red"" Vanover Memorial Highway,The section of U.S. Highway 60 beginning just east of the Will Rogers Turnpike entrance in Vinita and extending easterly to the intersection of State Highway 82 South in Craig County.,1698.402,"Laws 2023, HB 2416, c. 237, § 5, eff. November 1, 2023 Commission Item (z), 9-11-2023","This is to remember and pay homage to Mr. Vanover's service to his country, which ultimately resulted in his surviving the harrowing Bataan Death March during WWII. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0745207391031277
1297,"Bronze Star Recipient Marine SGT Justin Lee Noyes, KIA Iraq, Memorial Highway","The section of U.S. Highway 60 beginning at the intersection of South Kamo Drive extending northeasterly through Vinita to the west side of the Will Rogers Turnpike entrance, in Craig County",2023,,Craig,US 60,8,"Bronze Star Recipient Marine SGT Justin Lee Noyes, KIA Iraq, Memorial Highway","The section of U.S. Highway 60 beginning at the intersection of South Kamo Drive extending northeasterly through Vinita to the west side of the Will Rogers Turnpike entrance, in Craig County.",1698.403,"Laws 2023, HB 2416, c. 237, § 6, eff. November 1, 2023 Commission Item (aa), 9-11-2023","To honor Sgt. Noyes and show appreciation for his service and his ultimate sacrifice to his country. He was awarded the Bronze Star and Purple Heart. He died on July 2, 2006, while conducting combat operations in Iraq on his second tour. He was 23 years",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,old.,1,,,0.0368893903264489
1298,Army SPC Ryan J. Grady Memorial Highway,The section of State Highway 66 beginning at the intersection of Country Club Road on the southwest edge of Bristow extending northeasterly to the intersection of West 3rd Avenue in Creek County,2023,,Creek,SH 66,8,Army SPC Ryan J. Grady Memorial Highway,The section of State Highway 66 beginning at intersection of Country Club Road on the southwest edge of Bristow extending northeasterly to the intersection of West 3rd Avenue in Creek County.,1698.421,"Laws 2023, SB 300, c. 273, § 1, eff. November 1, 2023 Commission Item (bb), 9-11-2023","To honor SPC Grady for his service and ultimate sacrifice to his country. He was 25 years old when he died from injuries received from a roadside bomb while he was serving during Operation Enduring Freedom in Afghanistan on July 1, 2010. SPC Grady had ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,received a Purple Heart before his deployment to Afghanistan as a National Guard Member. ,1,,,0.0101192370121019
1299,LCpl Nelson Matlock Memorial Highway,The section of State Highway 66 beginning at the intersection of Flynn Avenue in Depew extending east to the intersection of South 433rd W. Avenue in Creek County,2023,,Creek,SH 66,8,LCpl Nelson Matlock Memorial Highway,The section of State Highway 66 beginning at the intersection of Flynn Avenue in Depew extending east to the intersection of South 433rd W Avenue in Creek County. ,1698.426,"Laws 2023, SB 300, c. 273, § 6, eff. November 1, 2023 Commission Item (cc), 9-11-2023",To honor the sacrifices LCpl Nelson Matlock made while serving in the Vietnam War. He was shot by sniper fire while loading wounded soldiers in a helicopter. ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0290074763525339
1300,"CDR Ernest Evans, First Tribal Recipient of the Medal of Honor, Memorial Trail",The section of State Highway 18 beginning at Black Bear Creek on the north edge of Pawnee extending north to the intersection of State Highway 15,2023,,Pawnee,SH 18,8,"CDR Ernest Evans,  First Tribal Recipient of the Medal of Honor, Memorial Trail",  The section of State Highway 18 beginning at Black Bear Creek on the north edge of Pawnee extending north to the intersection of State Highway 15.,1698.412,"Laws 2023, HB 2416, c. 237, § 15, eff. November 1, 2023 Commission Item 133 (ee), 9-11-2023. Amended Laws 2025, HB 1486, c. 484, § 27, eff. November 1, 2025 Commission Item 130, 9-8-25","This is to honor and pay homage to the bravery and sacrifice of Commander Ernest Edwin Evans, who lost his life defending his country on October 25, 1944, during WW2. He was awarded the Medal of Honor. He was also awarded the Bronze Star, Purple Heart,",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,and Presidential Unit Citation Ribbon. The USS Evans was named in his honor.,1,,,0.0655350569430789
1302,Chuck Stotts Way,"The intersection on U.S. Highway 69 located 350 feet north of 24th Avenue NE, in Miami in Ottawa County",2023,,Ottawa,US 69,8,Chuck Stotts Way,"The intersection on U.S. Highway 69 located 350 feet north of 24th Avenue NE, located in Miami, OK in Ottawa County. ",,"Laws 2023, HB 2416, c. 237, § 21, eff. November 1, 2023 Commission Item 133 (hh), 9-11-2023","Chuck was a longtime member of the Miami community, known not only for his position as the General Manager of Wal-Mart but also for his big heart and generous nature. His death was a complete shock to the community, and they felt his loss deeply. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.000233829424928796
1304,Jumper Mem. Hwy,The Idabel Bypass. (Southwest of Idabel.),1970,,McCurtain,US-70 Bypass,2,Jumper Memorial Highway,The Idabel Bypass,,"Commission Resolution, 11‐16‐70.","Served as a member of the Oklahoma State House of Representatives from 1955 to 1960 and served on the State Highway Commission from 1963 to 1970.  He died November 5, 1970. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0882857662101093
1601,SFC Theodore Emmett Lowery Memorial Highway,"U.S. Highway 64 from the intersection of South 25th Street East, to East 128th Street South in Keefeton. ",2024,,Muskogee,US 64,1,SFC Theodore Emmett Lowery Memorial Highway ,The section of U.S. Highway 64 beginning at the intersection of South 25th Street East in Keefeton extending southeasterly to the intersection of U.S. Highway 64 and East 128th Street South.,1698.435,"Laws 2024, HB 3516, c. 272, § 2, eff. November 1, 2024 Commission Item 101, 8-5-2024","To honor and show appreciation to Sergeant Ted Lowery. Sergeant Lowery was awarded the Purple Heart, and Combat Infantry Badge for his service and ultimate sacrifice to our country. He served during the Korean War and was missing in action. His status was",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"changed to killed in action on December 31, 1953.",1,,,0.0269525896813655
1602,SP4 Donald P. Sloat Medal of Honor Recipient Memorial Highway,"SH-51B from the intersection of SH-72, to East 161st Street South.",2024,,Wagoner,SH 51B,1,SP4 Donald P. Sloat Medal of Honor Recipient Memorial Highway,The section of State Highway 51B beginning at the intersection of State Highway 72 extending southeasterly to the intersection of East 161st Street South.,1698.454,"Laws 2024, SB 1803, c. 087, § 12, eff. November 1, 2024 Commission Item 101, 8-5-2024","SP4 Sloat was a 1967 graduate of Coweta High School. In 2014, he was awarded the Medal of Honor, the military’s highest designation, by then-President Obama for extraordinary acts of valor, saving the lives of his squad members by shielding them from",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,a grenade during the Vietnam War. This incredible act of heroism surely deserves this designation.,1,,,0.0226322821419897
1603,Captain Jeff Sewell Memorial Highway,"U.S. Highway 69 from the intersection of East 2000 Road, to South Caddo Highway",2024,,Atoka,US 69,2,Captain Jeff Sewell Memorial Bridge,The section of U.S. Highway 69 beginning at East 2000 Road in Bryan County extending northeasterly to the intersection of South Caddo Highway.,1698.452,"Laws 2024, SB 1803, c. 87, § 11, eff. November 1, 2024 Commission Item 101, 8-5-2024","Captain Sewell graduated from the Oklahoma Highway Patrol in 1988. He became a Lieutenant and was later promoted to Captain in Troop F in Ardmore. He continued service as Captain in Troop D in McAlester, OK, Troop E in Durant, and Troop XC of McAlester. ",Data Incorrect ; Name says Bridge,,,OKDOT_GIS,12/10/2025 2:36:50 PM,He participated in numerous additional duty opportunities. His greatest passion was annual participation with Cadet Lawman.,1,,,0.067581945377687
1604,Manuel ""Pop"" and Mary Ruth Russell Memorial Highway,"U.S. Highway 70 from the intersection of Magnolia Street, to Brody’s Way. ",2024,,Bryan,US-70,2,Manuel ""Pop"" and Mary Ruth Russell Memorial Highway ,The section of U.S. Highway 70 beginning at Magnolia Street extending northeasterly to the intersection of Brody's Way and U.S. Highway 70 in Bryan County. ,1698.448,"Laws 2024, SB 1803, c. 87, § 9, eff. November 1, 2024 Commission Item 101, 8-5-2024",WWII Veteran ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.00637481895147503
1605,Larry Brinkley Memorial Highway,"U.S. Highway 70 By-Pass from the intersection of SH-37, to Northwest Texas Street.",2024,,McCurtain,US 70 Bypass,2,Larry Brinkley Memorial Highway,The section of U.S. Highway 70 By-Pass beginning at the intersection of State Highway 37 extending north to the intersection of Northwest Texas Street in McCurtain County. ,1698.46,"Laws 2024, HB 3516, c. 272, § 17, eff. November 1, 2024 Commission Item 101, 8-5-2024","Larry Brinkley was a teacher, business owner, and a proud supporter of the 4-H and FFA programs. His involvement with the 4-H and FFA kids led to a lifetime of generosity in giving his time and support to hundreds of area children. ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0294363558193882
1606,Col. John L. Smith Medal of Honor Recipient Memorial Highway,"U.S. Highway 77, beginning on the east side Canadian River bridge, through Lexington to Moffatt Road intersection.",2024,,Cleveland,US 77,3,Col. John L. Smith Medal of Honor Recipient Memorial Highway,The section of U.S. Highway 77 beginning on the east side of the Canadian River bridge extending through the town of Lexington to the intersection of Moffatt Road in Cleveland County. ,1698.436,"Laws 2024, SB 1803, c. 87, § 3, eff. November 1, 2024 Commission Item 101, 8-5-2024","Colonel John L. Smith was a native of Lexington, Oklahoma. He was awarded the Medal of Honor for conspicuous gallantry and heroic achievement in aerial combat. He shot down 16 Japanese planes with the squadron destroying a total of 83 enemy aircraft.   ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0204661136892797
1607,Pvt. Richard Gary Leivas Memorial Highway,"SH-66 from the intersection of Santa Fe Road, to 3510 Road in Davenport.",2024,,Lincoln,SH 66,3,Pvt. Richard Gary Leivas Memorial Highway,The section of State Highway 66 beginning at the intersection of Santa Fe Road and extending northeasterly through the town of Davenport to the intersection of  3510 Road in Lincoln County. ,1698.456,"Laws 2024, HB 3516, c. 272, § 13, eff. November 1, 2024 Commission Item 101, 8-5-2024","Pvt. Richard Gary Leivas proudly served our country in the United States Army during the Vietnam War in the 3rd Platoon A Company 7th Battalion 2nd Brigade. Richard didn't speak much about the war, but always claimed they had ""The best damn unit on the",Trooper Matthew Evans was an outstanding Oklahoma Highway Patrol Trooper who was killed in the line of duty. Officer Jeffery Rominger was an Oklahoma City Police Officer who was killed in the line of duty.,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"hill"". Richard is loved deeply by his four daughters; Misty, Ginger, Kimberly and Kelly, and his wife Joyce and is missed dearly.",1,,,0.026374567856986
1608,Dale McFarlin Memorial Highway,"SH-18 from the intersection of East 780 Road, to East 770 Road in Agra.",2024,,Lincoln,SH 18,3,  Dale McFarlin Memorial Highway,The section of State Highway 18 beginning at the intersection of East 780 Road extending north through the town of Agra to the intersection of State Highway 18 and East 770 Road in Lincoln County.,1698.441.,"Laws 2024, HB 3516, c. 272, § 5, eff. November 1, 2024 Commission Item 101, 8-5-2024","This memorial designation is being named after the late Dale McFarlin, a beloved man by the children who regularly frequented his concession stand and are now adults in the community. Dale ran a little concession stand on highway 18 for more than 50 years",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,while blind. The town is remodeling the stand as a memorial and naming the Hwy in his honor.,1,,,0.0161150793204166
1609,SGT Earl Roy ""Pete"" Lester Jr Purple Heart Recipient Memorial Highway,"SH-66 from the intersection of North 3550 Road, to U.S. Highway 377 in Stroud.",2024,,Lincoln,SH 66,3,SGT Earl Roy ""Pete"" Lester Jr Purple Heart Recipient Memorial Highway,The section of State Highway 66 in Stroud beginning at North 3550 Road extending east to the intersection of U.S. Highway 377 Lincoln County. ,1698.459,"Laws 2024, HB 3516, c. 272, § 16, eff. November 1, 2024 Commission Item 101, 8-5-2024","Mr. Lester was a Stroud High School graduate who was killed at the age of 23 on June 14, 1971 in South Vietnam during the Vietnam War. He was an army medic and, according to fellow servicemen, he was killed by hostile gunfire while carrying wounded",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,soldiers from the battlefield. ,,,,0.0180288014713763
1610,Col. Derek Grimes Memorial Highway,"SH-51 from the intersection of SH-132, extending west three miles.",2024,,Kingfisher,SH 51,4,Col. Derek Grimes  Memorial Highway,The section of State Highway 51 beginning at State Highway 132 extending west three miles in Kingfisher County. ,1698.461,"Laws 2024, HB 3516, c. 272, § 18, eff. November 1, 2024 Commission Item 101, 8-5-2024","Col. Derek Grimes proudly served in the United States Air Force for 28 years. During his service he received the Defense Superior Service Medal, Legion of Merit Medal, Iraq Campaign Medal, Defense Meritorious Service Medal, Global War on Terrorism Service",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"Medal, and Meritorious Service Medal.",1,,,0.0536068279267097
1611,Major Helen F. Holmes Memorial Highway,"SH-33 from the intersection of I-35, extending west though Guthrie, to North 12th Street.",2024,,Logan,SH 33,4,Major Helen F. Holmes Memorial Highway,The section of State Highway 33 beginning at the intersection of Interstate 35 extending west through the town of Guthrie to the intersection of North 12th Street in Logan County. ,1698.465,"Laws 2024, HB 3516, c. 272, § 22, eff. November 1, 2024 Commission Item 101, 8-5-2024","Major Helen Holmes was the first woman in Oklahoma to be sworn into the Women's Army Auxiliary Corps. She served in Washington, DC as a WAC's public relations officer. She was promoted to captain as an intelligence officer, and in 1948, she was promoted ",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,to major,1,,,0.0467683106141126
1612,Trooper Charlie Hanger Honorary Mile,I-35 at mile marker 202 extending north for one mile. ,2024,,Noble,I-35,4,Trooper Charlie Hanger Honorary Mile ,The section of Interstate 35 beginning at mile marker 202 extending north for one mile in Noble County.  ,1698.458,"Laws 2024, HB 3516, c. 272, § 15, eff. November 1, 2024 Commission Item 101, 8-5-2024","Trooper Charlie Hanger was the Oklahoma Highway Patrolman who arrested Timothy McVeigh during a traffic stop 75 minutes after the deadly April 19, 1995, bombing of the Alfred P. Murrah Federal Building. It was within this mile section of Interstate 35",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,that Trooper Hanger apprehended America's most abhorrent terrorist.,1,,,0.0153336215863658
1613,LCpl Charles Nick Bondi Memorial Highway,"SH-66, beginning on the east side of the North Canadian River bridge to the intersection of North Hammond Avenue in Bethany.",2024,,Oklahoma,SH 66,4,LCpl Charles Nick Bondi Memorial Highway,The section of State Highway 66 beginning on the east side of the North Canadian River bridge extending east through Bethany to the intersection of North Hammond Avenue in Oklahoma County.,1698.437,"Laws 2024, HB 3516, c. 272, § 3, eff. November 1, 2024 Commission Item 101, 8-5-2024","To honor and show appreciation to LCpl Charles Bondi for his service and ultimate sacrifice to our country. Charles grew up in Bethany, OK, and enlisted in the Marine Corps on November 17, 1967. He lost his life while serving our country on February",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"14, 1969. ",1,,,0.0407255487940889
1614,Senator Anthony M. Massad Memorial Highway,"U.S. Highway 183 from the intersection of E 1820 Road, extending north through Fredrick to Highview Avenue.",2024,,Tillman,US-183,5,Senator Anthony M. Massad Memorial Highway,The section of U.S. Highway 183 beginning at the intersection of E 1820 Road extending north through the town of Frederick to the intersection of Highview Avenue in Tillman County.,1698.442,"Laws 2024, SB 1803, c. 87, § 6, eff. November 1, 2024 Commission Item 101, 8-5-2024","Senator Massad played a big part in reviving Frederick, OK. He was key in getting Frederick on the State Highway 36 exit sign off of Interstate 44 H.E. Bailey Turnpike.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0292234546638045
1615,Joe Diffie Memorial Highway," SH-7 from the intersection of North 2974 Road, to North Stephens County Road 3000.",2024,,Stephens,SH 7,7,Joe Diffie Memorial Highway,The section of State Highway 7 beginning at the intersection of North 2974 Road extending east to North Stephens County Road 3000 in Stephens County. ,1698.464,"Laws 2024, HB 3516, c. 272, § 21, eff. November 1, 2024 Commission Item 101, 8-5-2024",To honor and show appreciation to legendary country music singer Joe Diffie. ,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0446925462002974
1616,Lawrence Moylan Memorial Highway,"SH-167 from the intersection of the north edge of Bird Creek, extending north to SH-266.",2024,,Rogers,SH 167,8,Lawrence Moylan Memorial Highway,The section of State Highway 167 beginning at the north edge of Bird Creek extending north to State Highway 266 in Rogers County. ,1698.462,"Laws 2024, HB 3516, c. 272, § 19, eff. November 1, 2024 Commission Item 101, 8-5-2024","Served 20+ years in the US Navy as recruiter and Signalman on sea duty; retired as PO3 earning several Navy Commendation medals, numerous awards, medals and accolades. Embodied the American spirit of integrity and hard-work in all he did; uplifting his",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"community. Outstanding Oklahoman and Broken Arrow business owner, served on several local boards.",1,,,0.0294616187560143
1617,Private 2nd Class Joshua Francis Powers Memorial Highway,"SH-20 from the intersection of SH-11, to U.S. Highway 75.",2024,,Tulsa,SH 20,8,Private 2nd Class Joshua Francis Powers Memorial Highway,The section of State Highway 20 beginning at the intersection of State Highway 11 extending east to the intersection of U.S. Highway 75 in Tulsa County. ,1698.457,"Laws 2024, HB 3516, c. 272, § 14, eff. November 1, 2024 Commission Item 101, 8-5-2024",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0713956154579866
1619,Mick Thompson Road,A portion between Beeler Street and Hughes Drive in Poteau.,1988,,LeFlore,US 59,2,Mick Thompson Road,A portion between Beeler Street and Hughes Drive in Poteau.,,"H. C. Res. 1087, Okla. Session Laws 1988, pg. 1923;  Commission Item 113, 6‐6‐88.",Served as an Oklahoma State Representative for District 3 from 1977 to 1984.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0179630345012963
1921,Seminole Nation Highway,SH-56 across Seminole County,1979,,Seminole,SH 56,3,Seminole Nation Highway,Across Seminole County.,,"H. C. Res. 1028, Okla. Session Laws 1979; Commission Item 102, 7‐2‐79.",Acknowledges the Seminole Nation for its public service and contributions to its constituents and all of Oklahoma.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.660079878984238
1922,Robert S. Kerr Skyline Drive,A route along SH-1 beginning at US-271 in LeFlore County extending easterly to the Arkansas State Line. ,1963,,LeFlore,SH 1,2,Robert S. Kerr Skyline Drive,A route along SH-1 beginning at US-271 in LeFlore County extending easterly to the Arkansas State Line. ,,"Commission Item 22, 1‐7‐63.","Served as Governor of Oklahoma from January 13, 1943, to January 13, 1947, and was the first native born governor.  He was born on September 11, 1886, near Ada, Indian Territory.  Served as a United States Senator from November 2, 1948, until his death on",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,"January 1, 1963",1,,,0.741827470411345
1945,Dawson Sumner Memorial Highway,The section of State Highway 16 beginning at the railroad bridge in Beggs extending east two (2) miles in Okmulgee County.,2025,,Okmulgee,SH 16,1,Dawson Sumner Memorial Highway,The section of State Highway 16 beginning at the railroad bridge in Beggs extending east two (2) miles in Okmulgee County.,1698.473,"Laws 2025, HB 1486, c. 484 § 6, eff. November 1, 2025 Commission Item 130 9-8-2025",Dawson was a passenger in a vehicle that was struck by another car being driven by an impaired driver. Dawson lost his life as a result of this collision. His mother is hoping the memorial signs will serve to remind the public of the tragic danger of,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,driving while impaired.  ,1,,,0.0356402253928473
1946,Mountain Gateway,"Beginning south of I-40 in Seq. County, extending south to Leflore County and continuing south and easterly within the boundaries of Leflore County.",1999,,LeFlore & Seq.,US59,2,Mountain Gateway,"Beginning south of I-40 in Seq. County, extending south to Leflore County and continuing south and easterly within the boundaries of Leflore County.",1634 A,"Senate Bill 673, 1999",Designated as the Mountain Gateway to increase tourism in eastern Oklahoma by promoting mountains as a tourist attraction in this part of the state.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,1.15013290804151
1948,Senator Larry Dickerson Memorial Highway,US 59 south of I‐40 in Sequoyah County and US 271 and US 59 in LeFlore County to Poteau. ,2002,,"Sequoyah, LeFlore","US 59,
US 271",1,Senator Larry Dickerson Memorial Highway,US 59 south of I‐40 in Sequoyah County and US 271 and US 59 in LeFlore County to Poteau. ,1634B,"Senate Bill 1623, c. 205, § 1B, Okla. Session Laws 2002; Commission Item 95‐A‐1, 6‐3‐02.","Served as an Oklahoma State Senator from District 4 from 1987 until his death on March 7, 2001.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.4432116786056
1949,Senator Larry Dickerson Memorial Highway,Beginning south of I-40 extending south and easterly to Poteau in Leflore County.,2006,,LeFlore,US 59,2,Senator Larry Dickerson Memorial Highway,Beginning south of I-40 extending south and easterly to Poteau in Leflore County.,1634B,Senate Bill 1623,"Served as an Oklahoma State Senator from District 4 from 1987 until his death on March 7, 2001.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.443253884678409
1985,Talimena Scenic Drive,A section of SH-1 beginning at US 259 extending east to the Arkansas State line.,1963,,LeFlore,SH 1,2,Talimena Scenic Drive,Talimena Scenic Drive,,"Commission Item 190, 9‐9‐68.",Formally designated as the ""Robert S. Kerr Skyline Drive"" (see Number 43) in 1963.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.24822305754862
1992,Mick Thompson Road,A portion between Beeler Street and Hughes Drive in Poteau.,1988,,LeFlore,US 59,2,Mick Thompson Road,A portion between Beeler Street and Hughes Drive in Poteau.,,"H. C. Res. 1087, Okla. Session Laws 1988, pg. 1923;  Commission Item 113, 6‐6‐88.",Served as an Oklahoma State Representative for District 3 from 1977 to 1984.,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,0,,,0.0184150942311393
1999,Veterans Memorial Highway,Between Duncan and Comanche in Stephens County.,2005,,Stephens,US 81,7,Veterans Memorial Highway,Between Duncan and Comanche in Stephens County.,1685,"House Res. 1310, c. 157, § 6, Okla. Session Laws 2005; Commission Item 103 (B, 6), 6‐6‐05.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0543984539349465
2001,Mountain Gateway,"The section of US 59 south of I‐40 in Sequoyah County and US 59, US 271 and US 259 within the boundaries of LeFlore County.",1999,,"Sequoyah, LeFlore","US 259,
US 59 &
US 271","1, 2",Mountain Gateway,"The section of US 59 south of I‐40 in Sequoyah County and US 59, US 271 and US 259 within the boundaries of LeFlore County.",1634A,"Senate Bill 673, Okla. Session Laws 1999, pg. 627;
Senate Bill 1623, c. 205, § 1A, Okla. Session Laws 1999, pg. 627;  Commission Item 86‐B, 6‐7‐99;
Commission Item 95‐A‐1, 6‐3‐02.","The gateway rides through the forested valleys of the Ouachita Mountains, one of America's oldest land masses. The mountains are unique because they stretch east to west rather than north to south.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,2.45894668423218
2002,B. L. Klutts Highway,The section between Arkoma and Pocola.,1988,,LeFlore,SH 112,2,B. L. Klutts Highway,The section between Arkoma and Pocola.,,"H. C. Res. 1088, Okla. Session Laws 1988, pg. 1924;  Commission Item 113, 6‐6‐88 (Item tabled); Commission Item 183, 10‐2‐95.","Served on the Oklahoma Highway Commission from February 5, 1971, to February 15, 1975, and the first person from LeFlore County to serve in that capacity.",,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,0.0974167359013271
2012,Veterans Memorial Highway,Across Oklahoma.,1989,,Statewide,SH 99,3,Veterans Memorial Highway,Across Oklahoma.,1619,"House Bill 1457, Okla. Session Laws 1989; S. J. Res. 8, Okla. Session Laws 1997;  Commission Item 151, 7‐5‐89 (Item deferred);
Commission Item 48‐A, 3‐5‐90.",,,,,OKDOT_GIS,12/10/2025 2:36:50 PM,,1,,,3.60680285524337
